nID,Name,catID,RAJ2000,DEJ2000,CHB,12+logOHPG16S,12+logOHPG16R,12+logOHN2,12+logOHO3N2,12+logOHIZI,IZIchi2,12+logOHKK04,12+logOHT04,logNOPG16,r/r25,r/app,Ref
3001,NGC3395,39,162.4740733,32.9898248,0.043134,8.271363,8.428828,8.458607,8.492613,8.45937,1.99907,8.919233,8.731703,-1.04592245,1.15152977925895,0.207874617378587,CALIFA
3002,NGC3395,3,162.4668177,32.9924776,0.172167,8.426146,8.502173,8.522839,8.526408,8.47556,0.144896,8.965845,8.770339,-0.93980823,1.21953342728652,0.220150663181915,CALIFA
3003,NGC3395,73,162.4780566,32.9918026,0.033729,8.22485,8.256985,8.440813,8.452364,8.44319,1.22022,8.390447,8.684772,-1.36637303,1.46277803977487,0.264061278140531,CALIFA
3004,NGC3395,41,162.4747511,32.9835803,0.0,8.280318,8.428681,8.457242,8.438205,8.45937,2.88904,8.854481,8.667945,-1.06369899,1.0797285809566,0.194913036277289,CALIFA
3005,NGC3395,72,162.4724094,32.9961026,0.0,8.244515,8.262113,8.426318,8.454473,8.3461,0.396955,8.81947,8.687262,-1.24231697,1.70436816650413,0.307673224666662,CALIFA
3006,NGC3395,59,162.4732733,32.9929692,0.0,8.246656,8.297213,8.43834,8.469126,8.41083,0.948474,8.791865,8.704465,-1.22463688,1.38657752209211,0.250305530141076,CALIFA
3007,NGC3395,11,162.4696622,32.9912387,0.023338,8.386848,8.466591,8.493939,8.477676,8.45937,0.683827,8.887477,8.714424,-1.02120339,1.12095992231669,0.202356134548487,CALIFA
3008,NGC3395,49,162.4616205,32.9890553,0.0,8.253496,8.368724,8.448343,8.491722,8.44319,1.32787,8.872484,8.730677,-1.12979686,0.78880695164553,0.142395747129012,CALIFA
3009,NGC3395,38,162.4633594,32.9892303,0.052619,8.286951,8.391855,8.449547,8.479318,8.45937,1.53355,8.849188,8.716331,-1.11943118,0.805780135035199,0.145459752998747,CALIFA
3010,NGC3395,65,162.4603455,32.9934248,0.0,8.12865,8.183045,8.360493,8.414328,8.44319,2.21086,8.658852,8.639113,-1.35936747,1.38665276133114,0.250319112358668,CALIFA
3011,NGC3395,10,162.4672427,32.989222,0.069531,8.386602,8.617832,8.528967,8.539541,8.45937,0.58158,9.049817,8.785226,-0.32786554,0.856192547538236,0.154560221913189,CALIFA
3012,NGC3395,13,162.4676122,32.9904664,0.116623,8.423282,8.518145,8.565339,8.558842,8.49174,0.43755,8.962056,8.807023,-0.93881645,0.99611800525118,0.17981962163303,CALIFA
3013,NGC3395,52,162.4765094,32.989322,0.0,8.165019,8.287334,8.39341,8.482694,8.42701,1.5129,8.856282,8.720246,-1.20986532,1.24199557295343,0.22420553872236,CALIFA
3014,NGC3395,18,162.4715566,32.986372,0.020791,8.334129,8.448566,8.46084,8.464913,8.45937,1.08567,8.907735,8.699537,-1.02201349,0.8508909014506,0.153603166636118,CALIFA
3015,NGC3395,68,162.4699038,32.9835748,0.0,8.285395,8.382396,8.513683,8.534509,8.45937,1.72545,8.787869,8.779527,-1.16032518,0.743425674083652,0.134203500711036,CALIFA
3016,NGC3395,9,162.4717594,32.9917081,0.005159,8.303174,8.395677,8.38523,8.371467,8.39464,1.30783,8.830136,8.585651,-1.08435423,1.22189769684537,0.22057746207047,CALIFA
3017,NGC3395,70,162.4600705,32.9914664,0.0,8.344986,8.391346,8.537927,8.445572,8.42701,2.24798,8.620754,8.676724,-1.19848923,1.13031729825536,0.204045331804133,CALIFA
3018,NGC3395,45,162.4735955,32.9835553,0.021721,8.322944,8.465368,8.527154,8.503143,8.47556,3.43493,8.844093,8.743802,-1.05805609,1.00024841536779,0.180565244923085,CALIFA
3019,NGC3395,69,162.4737011,32.9965748,0.134554,8.418588,8.482055,8.563121,8.471095,8.45937,1.30283,8.689828,8.706762,-1.10671002,1.77709770520841,0.320802390149471,CALIFA
3020,NGC3395,24,162.4733205,32.9853553,0.008167,8.310073,8.403306,8.44779,8.459614,8.45937,1.34347,8.843321,8.693318,-1.1067021,0.949244173618038,0.171357938755772,CALIFA
3021,NGC3395,8,162.470165,32.9881081,0.076964,8.368147,8.467404,8.482119,8.492815,8.45937,0.529902,8.937458,8.731936,-0.99036107,0.861219284380989,0.155467650463168,CALIFA
3022,NGC3395,22,162.4659566,32.9940664,0.100039,8.370956,8.472265,8.529317,8.52641,8.47556,1.11313,8.895877,8.770341,-1.02670209,1.41423618452497,0.255298482971296,CALIFA
3023,NGC3395,58,162.4684733,32.996247,0.066578,8.326697,8.433009,8.457612,8.458104,8.45937,1.26455,8.87494,8.691542,-1.05779858,1.68951592346949,0.304992091800062,CALIFA
3024,NGC3395,48,162.4631955,32.9929859,0.0,8.298964,8.408303,8.494083,8.51777,8.45937,1.16986,8.886058,8.760514,-1.0894644,1.28831404519433,0.232566967899497,CALIFA
3025,NGC3395,14,162.4746566,32.9868026,0.00199,8.304111,8.399992,8.408362,8.415143,8.42701,1.06815,8.862747,8.640108,-1.08377401,1.04834909507446,0.189248398906396,CALIFA
3026,NGC3395,56,162.4595844,32.9943831,0.05539,8.170934,8.330816,8.382923,8.401902,8.45937,3.67245,8.779782,8.623855,-1.19130301,1.5304429289817,0.276276171065736,CALIFA
3027,NGC3395,37,162.4720844,32.9895803,0.018001,8.325894,8.428932,8.492172,8.503798,8.47556,1.51681,8.854858,8.744553,-1.08679382,1.04861329281735,0.189296091988855,CALIFA
3028,NGC3395,60,162.4759733,32.9941776,0.0,8.259692,8.356364,8.433982,8.453891,8.44319,0.891961,8.828429,8.686575,-1.15534366,1.57987603378472,0.285199854961586,CALIFA
3029,NGC3395,23,162.4720094,32.9849553,0.0,8.313805,8.424769,8.446938,8.456335,8.45937,1.20758,8.887652,8.689458,-1.05785664,0.863714343213639,0.15591805948386,CALIFA
3030,NGC3395,47,162.4607177,32.9945803,0.089955,8.314955,8.358891,8.453652,8.470075,8.45937,1.13575,8.734631,8.705572,-1.19605534,1.5339492225439,0.276909128585193,CALIFA
3031,NGC3395,63,162.4688205,32.9835553,0.0,8.277707,8.36776,8.482511,8.485395,8.45937,2.01404,8.760007,8.723372,-1.17941098,0.66902004051443,0.120771765911292,CALIFA
3032,NGC3395,7,162.4714927,32.9930026,0.05149,8.320675,8.394556,8.405528,8.40152,8.41083,0.929941,8.833608,8.623384,-1.09955299,1.34634015033582,0.243041863661219,CALIFA
3033,NGC3395,42,162.4721594,32.9836081,0.0,8.330867,8.463343,8.523399,8.500258,8.47556,2.82595,8.851697,8.740493,-1.05447839,0.898763108365364,0.162245076619444,CALIFA
3034,NGC3395,33,162.4673733,32.9858859,0.07305,8.341026,8.439438,8.511173,8.494467,8.47556,2.16846,8.806184,8.733838,-1.09975733,0.595784409613314,0.107551240462228,CALIFA
3035,NGC3395,28,162.4739511,32.991747,0.042196,8.300824,8.38861,8.409048,8.438461,8.42701,0.732702,8.882198,8.668252,-1.09439972,1.29477080207303,0.233732544239634,CALIFA
3036,NGC3395,51,162.4757455,32.983872,0.0,8.206762,8.391034,8.404359,8.422437,8.42701,1.45291,8.919572,8.648974,-1.05583382,1.13922479350134,0.205653316416784,CALIFA
3037,NGC3395,67,162.4716122,32.9951359,0.0,8.307799,8.430342,8.495435,8.469105,8.45937,1.64163,8.875249,8.70444,-1.05725062,1.5829299916458,0.285751156658942,CALIFA
3038,NGC3395,20,162.4684927,32.9884776,0.105981,8.380937,8.523959,8.518481,8.524637,8.47556,0.650467,9.000733,8.768327,-0.87120443,0.82278676720472,0.14852979705563,CALIFA
3039,NGC3395,15,162.4673844,32.9948664,0.166513,8.362359,8.426729,8.469398,8.474366,8.45937,0.598182,8.85993,8.710575,-1.07865397,1.51545316588936,0.273570213023192,CALIFA
3040,NGC3395,61,162.47444,32.9935164,0.0,8.27301,8.320127,8.444707,8.481071,8.42701,0.793343,8.792189,8.718365,-1.20659802,1.47222700428294,0.265767009001441,CALIFA
3041,NGC3395,43,162.4662038,32.986247,0.0,8.341176,8.457837,8.527224,8.502355,8.47556,2.26254,8.846132,8.742899,-1.06278948,0.558820263275704,0.100878457947127,CALIFA
3042,NGC3395,26,162.4682427,32.9871081,0.084856,8.378131,8.519602,8.552457,8.542971,8.47556,1.29968,8.966958,8.789105,-0.9259086,0.70799380517712,0.127807325532055,CALIFA
3043,NGC3395,71,162.4617233,32.9879414,0.0,8.339476,8.394379,8.5555,8.502452,8.47556,1.31983,8.692832,8.74301,-1.18315681,0.644150549675675,0.116282315455366,CALIFA
3044,NGC3395,34,162.4650566,32.9914137,0.052691,8.372032,8.471314,8.545158,8.541198,8.47556,1.25303,8.87861,8.7871,-1.04178877,1.08100999366662,0.195144357413395,CALIFA
3045,NGC3395,74,162.4602455,32.9954831,0.0,8.305557,8.36328,8.468604,8.478569,8.45937,1.43991,8.746385,8.715462,-1.18831587,1.66374043314505,0.300339089953782,CALIFA
3046,NGC3395,19,162.4732705,32.9868998,0.010709,8.303745,8.417238,8.407096,8.4173,8.42701,0.986907,8.898011,8.642736,-1.042972,0.967029835473937,0.174568613563938,CALIFA
3047,NGC3395,5,162.4680316,32.991822,0.080693,8.43718,8.524982,8.565886,8.556191,8.49174,0.301184,8.970415,8.804033,-0.92213827,1.15462416189535,0.208433216572591,CALIFA
3048,NGC3395,20,162.45885,32.98283,0.153008,8.369335,8.40126,8.472764,8.471118,8.44319,0.119681,8.783739,8.70679,-1.13983099,0.0,0.0,HRS
3049,NGC3395,ARP270,162.4692,32.9869,0.164491,8.391651,8.42359,8.480874,8.459228,8.44319,0.589603,8.786563,8.692864,-1.11457825,0.741466249605482,0.13384978461874,Moust06I
3050,NGC3395,NGC3395,162.4587,32.9828,0.14744,8.370722,8.409034,8.476748,8.472078,7.71498,1.86932,8.790771,8.707909,-1.12965323,0.00984923442809519,0.0017779877473337,Moust06I
3051,NGC3395,NGC3395,162.4587,32.9828,0.216938,8.450206,8.477569,8.565901,8.567883,7.71498,1.86932,8.884551,8.817214,-1.03714578,0.00984923442809519,0.0017779877473337,Moust06N
3052,NGC3395,2025-53431-0006,162.4573,32.984216,0.201928,8.367219,,8.348841,8.354508,8.39464,0.0836109,,8.563791,,0.244728364792197,0.0441784625193139,SDSS
3053,NGC3395,2026-53711-0375,162.45825,32.980102,0.27704,8.387656,,8.50647,8.520718,8.45937,0.37887,,8.76387,,0.35321810791889,0.0637630744400544,SDSS
3054,NGC3395,NGC3395,162.45885,32.98283,0.0,,,8.555784,8.443349,7.71498,1.86932,,8.674081,,0.0,0.0,UZW
3055,NGC3396,ARP270,162.4692,32.9869,0.164491,8.391651,8.42359,8.480874,8.459228,8.44319,0.589603,8.786563,8.692864,-1.11457825,0.400959070326314,0.136325510706397,Moust06I
3056,NGC3396,NGC3396,162.4796,32.9908,0.192271,8.41476,8.437215,8.482898,8.44372,8.44319,0.531862,8.77924,8.674522,-1.09923638,0.0370184676055852,0.0125862260649013,Moust06I
3057,NGC3396,2025-53431-0007,162.47947,32.990821,0.006824,8.462448,,8.551094,8.475576,8.47556,0.712823,,8.711983,,0.0423119794634778,0.0143860125290665,SDSS
3058,NGC3396,2026-53711-0367,162.48352,32.991082,0.411112,8.384963,,8.39025,8.401371,8.41083,0.0480672,,8.623199,,0.101247032179418,0.0344238461998958,SDSS
3059,NGC3403,NGC3403,163.47855,73.69036,0.0,,,9.02273,,8.96103,0.596119,,,,0.0,0.0,UZW
3060,NGC3413,2026-53711-0425,162.83642,32.766378,0.337902,8.183002,,8.289111,8.299747,8.37846,1.815,,8.489956,,0.00144659227389476,0.000892789211614018,SDSS
3061,NGC3430,24,163.04775,32.95066,0.598484,,,8.673381,8.746364,8.86394,0.0145159,,9.023767,,0.0,0.0,HRS
3062,NGC3430,2026-53711-0420,163.03929,32.941776,0.436938,8.570407,,8.685245,8.759175,8.8963,0.100502,,9.039562,,0.353298354930051,0.209247365351062,SDSS
3063,NGC3430,2026-53711-0417,163.0572,32.95569,0.305312,8.539925,,8.589198,8.681312,8.88012,0.0608029,,8.946239,,0.352693591098249,0.208889182991314,SDSS
3064,NGC3437,NGC3437,163.1487,22.9339,0.0,,,8.7564,,8.28137,0.979697,,,,0.0249571667510891,0.0123822969105011,Gavazzi13
3065,NGC3437,25,163.14885,22.93414,0.552399,8.508573,8.54623,8.64661,8.660683,8.63738,0.0607933,8.974058,8.922383,-0.92141012,0.0,0.0,HRS
3066,NGC3437,2481-54086-0142,163.14901,22.934156,0.578267,8.638964,,8.739957,8.906568,8.96103,0.0836772,,,,0.010159641447886,0.0050406241287973,SDSS
3067,NGC3437,2481-54068-0131,163.14901,22.934156,0.607045,8.644962,,8.738199,8.903027,8.96103,0.0840641,,,,0.010159641447886,0.0050406241287973,SDSS
3068,NGC3437,NGC3437,163.14885,22.93414,2.541947,,,8.82675,,8.96103,0.40293,,,,0.0,0.0,UZW
3069,NGC3440,0949-52427-0122,163.46719,57.124677,0.161382,7.980011,,8.055697,8.014411,8.29755,1.68946,,,,0.502575342877232,0.269105267572034,SDSS
3070,NGC3445,0949-52427-0124,163.65059,56.988493,0.190332,8.297371,,8.390726,8.423356,8.41083,0.571268,,8.650087,,0.158237159739023,0.0559343771045258,SDSS
3071,NGC3445,NGC3445,163.6488,56.98981,1.500329,,,8.358702,,8.36228,1.44823,,,,0.0,0.0,UZW
3072,NGC3448,31,163.66425,54.30515,0.230815,8.233411,8.25803,8.337391,8.34635,8.3461,0.283692,8.662053,8.553118,-1.28749699,0.0,0.0,HRS
3073,NGC3448,NGC3448,163.6633,54.3053,0.2216,8.298102,8.315113,8.382168,8.374958,8.39464,1.49077,8.677683,8.590097,-1.23649399,0.0340849100872166,0.0212896395438649,Moust06I
3074,NGC3448,NGC3448,163.66425,54.30515,0.0,,,8.323848,8.259253,7.77971,1.97,,8.431653,,0.0,0.0,UZW
3075,NGC3454,29,163.62165,17.34446,0.178005,8.366582,8.449682,8.50374,8.57572,8.42701,0.0452391,8.965781,8.826041,-1.00965123,0.0,0.0,HRS
3076,NGC3454,70,163.62286,17.34328,0.267169,8.362834,8.413645,8.517434,8.553548,8.45937,0.203402,8.794946,8.801051,-1.13268234,0.106070634645669,0.0489960847030988,Jansen00I
3077,NGC3454,70,163.62286,17.34328,0.506378,,,8.674267,,8.45937,0.203402,,,,0.106070634645669,0.0489960847030988,Jansen00n
3078,NGC3454,2483-53852-0525,163.62303,17.344032,0.889043,8.448123,,8.663425,8.610574,8.50792,1.24052,,8.865335,,0.0693215893860604,0.0320209874925221,SDSS
3079,NGC3455,30,163.62945,17.28472,0.492285,,,8.576826,8.610722,8.49174,0.0259058,,8.865502,,0.0,0.0,HRS
3080,NGC3485,33,165.01005,14.84132,0.372141,,,8.674366,8.720543,8.78302,0.0125655,,8.992505,,0.0,0.0,HRS
3081,NGC3485,1750-53358-0566,165.00448,14.838187,0.21889,8.518465,,8.623313,8.851842,8.94485,0.0556042,,9.16091,,0.346271884969922,0.120707045787894,SDSS
3082,NGC3485,NGC3485,165.01005,14.84132,0.0,,,8.943426,,8.96103,0.258437,,,,0.0,0.0,UZW
3083,NGC3488,0950-52378-0244,165.34832,57.677672,0.634413,8.57203,,8.807537,8.788457,8.76684,0.113939,,9.076466,,0.0114620666864504,0.00404326827125872,SDSS
3084,NGC3488,0949-52427-0022,165.34971,57.67377,0.531165,8.519228,,8.638541,8.733559,8.86394,0.0860171,,9.008173,,0.325656876551055,0.114876152119463,SDSS
3085,NGC3501,NGC3501,165.69705,17.98949,1.233931,,,8.877312,,8.84775,0.241031,,,,0.0,0.0,UZW
4753,NGC4636,0521-52326-0591,190.7142,2.7436324,0.0,,,9.709112,,8.96103,2.00695,,,,1.24224187155193,0.363087986038651,SDSS
3086,NGC3504,2211-53786-0134,165.79383,27.980842,0.347662,8.616706,,8.77183,8.813427,8.91248,0.151928,,9.108927,,0.461418280712128,0.200638543503725,SDSS
3087,NGC3512,37,166.0134,28.03625,0.407563,,,8.764831,8.740345,8.78302,0.0300798,,9.016413,,0.0,0.0,HRS
3088,NGC3512,NGC3512-35,166.0142048,28.0313677,0.219261,8.570632,,8.780456,8.821799,8.84775,0.0856103,,9.120035,,0.37422127755769,0.150863450986327,MUSE
3089,NGC3512,NGC3512-103,166.0047632,28.0346998,0.151295,8.575962,,8.827318,8.756631,8.68593,0.251829,,9.036409,,0.811282961556796,0.327060364139764,MUSE
3090,NGC3512,NGC3512-112,166.002875,28.0346995,0.119584,8.562825,,8.807779,8.723502,8.63738,0.391394,,8.996052,,0.981822594414775,0.39581165939162,MUSE
3091,NGC3512,NGC3512-27,166.0160922,28.0380345,0.217325,8.595658,,8.832456,8.792836,8.76684,0.175865,,9.082089,,0.296527291771767,0.119541921400826,MUSE
3092,NGC3512,NGC3512-40,166.0142037,28.039701,0.197813,8.594913,,8.75589,8.834523,8.91248,0.0778134,,9.137148,,0.28516116165297,0.114959783192993,MUSE
3093,NGC3512,NGC3512-124,165.9990981,28.0363654,0.112034,8.510042,,8.672854,8.600952,8.55647,0.373351,,8.854472,,1.30208780477523,0.524923278007139,MUSE
3094,NGC3512,NGC3512-20,166.0179802,28.041368,0.212843,8.579343,,8.789687,8.708902,8.66975,0.228156,,8.978636,,0.610723053544757,0.246206704375503,MUSE
3095,NGC3512,NGC3512_full,166.0107577,28.0370622,0.203003,8.5899,,8.770458,8.756202,8.81539,0.101231,,9.035878,,0.240763496621411,0.0970613221377864,MUSE
3096,NGC3512,NGC3512-8,166.0198691,28.0330348,0.130559,8.586707,,8.737252,8.76735,8.86394,0.0812722,,9.049748,,0.609042843668658,0.245529345081708,MUSE
3097,NGC3512,NGC3512-62,166.0104284,28.0313673,0.206842,8.580158,,8.805182,8.764062,8.73448,0.154173,,9.04564,,0.491691309230744,0.198220283503521,MUSE
3098,NGC3512,NGC3512-53,166.0123154,28.0397008,0.251813,8.61282,,8.821712,8.820851,8.86394,0.147931,,9.118771,,0.271631787193686,0.109505555325634,MUSE
3099,NGC3512,NGC3512-9,166.019869,28.0347015,0.227112,8.579813,,8.767081,8.811596,8.86394,0.0803566,,9.106513,,0.586010368570684,0.236244040139363,MUSE
3100,NGC3512,NGC3512-119,166.0009868,28.0346991,0.061271,8.545196,,8.721367,8.604948,8.57265,0.507039,,8.858981,,1.15281523608811,0.46474558047827,MUSE
3101,NGC3512,NGC3512-24,166.0160927,28.0330345,0.174855,8.587108,,8.79592,8.780223,8.79921,0.108107,,9.065969,,0.325401484845564,0.131182254735125,MUSE
3102,NGC3512,NGC3512-98,166.0066495,28.0447001,0.23086,8.583879,,8.822942,8.731837,8.66975,0.268747,,9.00609,,0.835995025438606,0.337022777988959,MUSE
3103,NGC3512,NGC3512-63,166.0104282,28.033034,0.199112,8.617062,,8.870972,8.786778,8.75066,0.264418,,9.074318,,0.390359803171022,0.157369531249182,MUSE
3104,NGC3512,NGC3512-125,165.9990977,28.0380321,0.228601,8.538886,,8.678011,8.646534,8.68593,0.087552,,8.906166,,1.29256424728946,0.521083953965097,MUSE
3105,NGC3512,NGC3512-50,166.0123161,28.0347008,0.266152,8.58422,,8.761184,8.814002,8.88012,0.0638801,,9.109687,,0.164652432021286,0.0663779309133307,MUSE
3106,NGC3512,NGC3512-36,166.0142045,28.0330344,0.217206,8.60665,,8.82241,8.820071,8.84775,0.126438,,9.117733,,0.249349930431583,0.100522854428848,MUSE
3107,NGC3512,NGC3512-94,166.0066508,28.0380334,0.197935,8.574907,,8.741759,8.743257,8.81539,0.0845634,,9.019966,,0.612470661231447,0.246911234401976,MUSE
3108,NGC3512,NGC3512-37,166.0142043,28.034701,0.280635,8.593069,,8.797767,8.819589,8.86394,0.130186,,9.117091,,0.131794669125899,0.0531316624637118,MUSE
3109,NGC3512,NGC3512-83,166.0085385,28.041367,0.198254,8.599049,,8.755161,8.774133,8.88012,0.138539,,9.058267,,0.553649228130895,0.223197979914081,MUSE
3110,NGC3512,NGC3512-22,166.0160931,28.0297012,0.228613,8.53025,,8.712749,8.806122,8.86394,0.0518677,,9.099329,,0.532129627636419,0.21452257477509,MUSE
3111,NGC3512,NGC3512-78,166.00854,28.0330337,0.207083,8.589164,,8.805271,8.797708,8.81539,0.13996,,9.088379,,0.535067717125022,0.215707035269827,MUSE
3112,NGC3512,NGC3512-74,166.0085411,28.026367,0.280224,8.608557,,8.647407,8.649198,8.84775,0.234024,,8.909211,,0.93015859568415,0.374983850799006,MUSE
3113,NGC3512,NGC3512-76,166.0085405,28.0297004,0.197873,8.552514,,8.72016,8.624954,8.58883,0.370238,,8.88161,,0.713880993554667,0.28779376465199,MUSE
3114,NGC3512,NGC3512-46,166.0123171,28.0280342,0.164849,8.556693,,8.749332,8.657812,8.60502,0.352681,,8.919083,,0.654007203070401,0.263656263131392,MUSE
3115,NGC3512,NGC3512-67,166.0104271,28.0397006,0.246932,8.589324,,8.776053,8.803899,8.86394,0.0941461,,9.096426,,0.354210664117161,0.142796378425157,MUSE
3116,NGC3512,NGC3512-123,166.0009851,28.0413658,0.143609,8.540462,,8.808054,8.808386,8.75066,0.144612,,9.102295,,1.14858813980042,0.463041470178148,MUSE
3117,NGC3512,NGC3512-17,166.0179806,28.036368,0.211513,8.571148,,8.779506,8.78535,8.79921,0.0886973,,9.072493,,0.418680590533826,0.16878676477499,MUSE
3118,NGC3512,NGC3512-116,166.0028735,28.0413661,0.122113,8.559909,,8.715501,8.748128,8.83157,0.0582262,,9.02593,,0.988558305704464,0.39852709197376,MUSE
3119,NGC3512,NGC3512-10,166.0198689,28.0363681,0.241017,8.574143,,8.782055,8.69768,8.65356,0.234898,,8.965383,,0.590715055802008,0.238140686305933,MUSE
3120,NGC3512,NGC3512-15,166.0179809,28.0330347,0.125798,8.592734,,8.716989,8.745171,8.88012,0.131506,,9.022306,,0.456952384205141,0.184215643930054,MUSE
3121,NGC3512,NGC3512-69,166.0104266,28.043034,0.183121,8.580794,,8.787021,8.806702,8.83157,0.0756613,,9.100088,,0.557107724037322,0.224592236892387,MUSE
3122,NGC3512,NGC3512-92,166.0066514,28.0347001,0.219699,8.596061,,8.765865,8.749442,8.83157,0.131906,,9.027543,,0.641557488576639,0.258637289051187,MUSE
3123,NGC3512,NGC3512-77,166.0085403,28.031367,0.174398,8.558518,,8.770576,8.745893,8.71829,0.124579,,9.02319,,0.61760155702578,0.248979702157834,MUSE
3124,NGC3512,NGC3512-54,166.0123152,28.0413675,0.240231,8.610117,,8.834793,8.791129,8.79921,0.151724,,9.079894,,0.394287371820246,0.158952890069061,MUSE
3125,NGC3512,NGC3512-75,166.0085408,28.0280337,0.212751,8.56337,,8.738889,8.635909,8.58883,0.40214,,8.894051,,0.819072923155276,0.33020080686784,MUSE
3126,NGC3512,NGC3512-85,166.0085379,28.0447004,0.230383,8.5947,,8.814899,8.745845,8.73448,0.196501,,9.023131,,0.738945235494966,0.297898155455601,MUSE
3127,NGC3512,NGC3512-18,166.0179805,28.0380347,0.179611,8.568124,,8.781826,8.782602,8.78302,0.105434,,9.068991,,0.456211362412282,0.1839169086319,MUSE
3128,NGC3512,NGC3512-90,166.0066521,28.0313668,0.158521,8.551146,,8.789817,8.737635,8.63738,0.240914,,9.013117,,0.761781763617567,0.30710446639443,MUSE
3129,NGC3512,NGC3512-79,166.0085397,28.0347004,0.186066,8.586042,,8.791024,8.826346,8.86394,0.0899329,,9.126117,,0.473522165695388,0.190895580554777,MUSE
3130,NGC3512,NGC3512-58,166.0123142,28.0480342,0.326987,,,8.774127,8.850644,8.88012,0.0651427,,9.159248,,0.901544069418956,0.363448199462236,MUSE
3131,NGC3512,NGC3512-88,166.0066527,28.0280334,0.13842,,,8.776027,8.664584,8.71829,0.266811,,8.926874,,0.938757900980926,0.378450572097227,MUSE
3132,NGC3512,NGC3512-72,166.0104258,28.048034,0.350247,,,8.735498,,8.92867,0.0298764,,,,0.914153544016146,0.368531579181507,MUSE
3133,NGC3512,NGC3512-3,166.0217573,28.0330349,0.075375,,,8.715333,8.791115,8.78302,0.0398581,,9.079876,,0.769590133109946,0.310252330075204,MUSE
3134,NGC3512,NGC3512-1,166.0236455,28.0347016,0.326358,,,8.61857,8.653251,8.71829,0.17137,,8.913852,,0.925642704278052,0.373163315723476,MUSE
