galaxy,split,formula_family,orientation_gate_status,projection_status,projection_reason,memory_status,memory_reason,memory_history_proxy_class,source_memory_proxy_flags,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,memory_projection_gate_status,endpoint_scores_computed,uses_vobs_or_residual,endpoint_freeze_allowed,claim_boundary
NGC3521,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,75.0,0.298701298701,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3741,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,70.0,0.052959501558,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3769,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,70.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3877,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,76.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3893,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,49.0,0.138888888889,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3917,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,1.0,none,79.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3953,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,62.0,0.138888888889,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3992,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,56.0,0.097046413502,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4010,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,edge_or_projection_caveat,1.0,none,89.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4051,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,49.0,0.138888888889,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4068,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.8,few_rotation_points,44.0,0.050343249428,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4085,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,82.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4100,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,73.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4138,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,53.0,0.138888888889,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4157,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,82.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4217,train,K_compact_finite,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,86.0,0.138888888889,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC4559,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bar_component_caveat;distance_caveat;low_surface_brightness_or_diffuse,0.85,large_distance_error,67.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC5005,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,68.0,0.08875739645,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC5033,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,0.85,large_distance_error,66.0,0.299363057325,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC5055,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,55.0,0.030303030303,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC5371,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,53.0,0.249874055416,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC5585,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat,0.85,large_distance_error,51.0,0.300283286119,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC6015,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,0.85,large_distance_error,60.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC6195,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,62.0,0.100156494523,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC6503,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,1.0,none,74.0,0.049520766773,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC6674,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse,1.0,none,54.0,0.19921875,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC7793,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_vertical_projection_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,1.0,none,47.0,0.049861495845,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC7814,train,K_compact_finite,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,1.0,none,90.0,0.045833333333,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
PGC51017,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,66.0,0.102941176471,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC00128,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,57.0,0.150387596899,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC00191,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,0.85,large_distance_error,45.0,0.298245614035,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC00634,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;low_inclination;low_manifest_confidence,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,0.45,few_rotation_points;low_inclination;large_distance_error,37.0,0.249190938511,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC01230,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,0.8,low_inclination,22.0,0.199255121043,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC01281,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,1.0,none,90.0,0.045540796964,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC02455,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.85,large_distance_error,51.0,0.300578034682,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC02487,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;inclination_caveat,0.8,low_inclination,36.0,0.150506512301,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC02885,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,1.0,none,64.0,0.1,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC02916,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,50.0,0.149847094801,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC02953,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,0.85,large_distance_error,50.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC03205,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,1.0,none,67.0,0.2,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC03546,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,55.0,0.250871080139,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC04278,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,90.0,0.299684542587,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC04325,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,0.85,large_distance_error,41.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC04483,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,58.0,0.092814371257,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
UGC05005,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,41.0,0.199255121043,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
