ghasp_release,ghasp_name,ghasp_key,radius_kpc,radius_error_kpc,radius_arcsec,radius_error_arcsec,velocity_km_s,velocity_error_km_s,n_velocity_bins,side,aliases,sparc_match,source_url,endpoint_access,claim_boundary
VI,UGC 5840,UGC5840,4.07,0.04,121.7,1.2,236,14,21,r,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.08,0.01,122.0,0.3,237,7,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.11,0.01,122.9,0.3,241,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.14,0.01,123.8,0.3,218,9,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.16,0.0,124.4,0.0,231,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.18,0.01,125.0,0.3,205,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.21,0.01,125.9,0.3,219,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.23,0.01,126.4,0.3,223,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.25,0.01,127.0,0.3,222,9,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.27,0.01,127.6,0.3,229,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.27,0.08,127.6,2.4,185,9,16,r,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.3,0.01,128.5,0.3,217,5,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.33,0.01,129.4,0.3,237,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.37,0.01,130.6,0.3,231,7,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.42,0.01,132.1,0.3,236,7,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.46,0.01,133.3,0.3,248,9,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.52,0.02,135.1,0.6,253,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.57,0.01,136.6,0.3,232,5,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.61,0.01,137.8,0.3,273,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.64,0.01,138.7,0.3,253,9,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.7,0.02,140.5,0.6,258,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,4.78,0.03,142.9,0.9,260,7,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,5.01,0.14,149.8,4.2,244,8,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,5.36,0.05,160.2,1.5,228,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,5.51,0.03,164.7,0.9,225,6,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,5.61,0.02,167.7,0.6,194,3,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5840,UGC5840,5.71,0.05,170.7,1.5,210,5,21,a,NGC3344;UGC5840,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.04,0.0,0.5,0.0,8,13,1,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.11,0.0,1.5,0.0,15,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.19,0.04,2.6,0.5,-2,6,3,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.36,0.0,4.9,0.0,44,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.43,0.0,5.8,0.0,12,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.45,0.0,6.1,0.0,22,13,1,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.62,0.03,8.4,0.4,29,3,3,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.63,0.0,8.5,0.0,25,13,1,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.75,0.0,10.2,0.0,8,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.82,0.03,11.1,0.4,35,13,2,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.85,0.0,11.5,0.0,48,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,0.94,0.01,12.8,0.1,48,2,2,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,1.11,0.0,15.1,0.0,94,13,1,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,1.15,0.0,15.6,0.0,60,13,1,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,1.6,0.27,21.7,3.7,62,4,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,1.96,0.45,26.6,6.1,78,4,22,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,2.39,0.19,32.4,2.6,76,4,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,2.85,0.13,38.7,1.8,89,3,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,3.3,0.16,44.8,2.2,96,4,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,3.57,0.34,48.4,4.6,91,4,22,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,3.73,0.11,50.6,1.5,91,4,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,3.99,0.05,54.1,0.7,98,2,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,4.13,0.04,56.0,0.5,99,2,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,4.33,0.08,58.8,1.1,103,3,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,4.35,0.15,59.0,2.0,99,5,22,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,4.64,0.1,63.0,1.4,111,4,22,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,5.04,0.19,68.4,2.6,112,4,18,a,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,5.12,0.31,69.5,4.2,113,5,22,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 5842,UGC5842,5.88,0.17,79.8,2.3,100,6,14,r,NGC3346;UGC5842,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.19,0.08,1.8,0.8,17,5,6,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.2,0.1,1.9,1.0,41,11,4,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.47,0.08,4.6,0.8,20,5,17,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.52,0.07,5.1,0.7,59,6,12,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.77,0.09,7.5,0.8,63,4,16,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,0.78,0.1,7.6,0.9,39,4,21,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.08,0.08,10.5,0.8,53,4,24,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.09,0.1,10.6,1.0,60,3,25,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.13,0.06,11.0,0.6,59,4,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.23,0.08,11.9,0.8,56,3,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.43,0.11,14.0,1.1,74,5,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.47,0.07,14.3,0.7,79,5,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.74,0.07,16.9,0.6,67,4,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,1.84,0.1,17.9,1.0,84,6,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.04,0.07,19.8,0.7,80,4,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.21,0.13,21.5,1.3,83,4,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.3,0.09,22.4,0.8,88,5,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.57,0.1,25.0,0.9,95,5,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.68,0.14,26.1,1.3,109,6,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,2.83,0.06,27.6,0.6,107,4,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,3.1,0.09,30.1,0.9,106,5,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,3.36,0.34,32.7,3.3,119,6,18,r,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,3.49,0.12,33.9,1.1,109,5,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,4.25,0.3,41.3,2.9,85,7,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,5.5,0.35,53.5,3.4,126,7,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,6.81,0.51,66.3,4.9,146,6,18,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5931,UGC5931,8.44,0.4,82.1,3.9,162,9,15,a,NGC3395;UGC5931,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,0.33,0.04,3.3,0.4,106,11,3,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,0.54,0.04,5.3,0.4,94,12,2,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,0.67,0.0,6.6,0.0,77,10,1,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,0.77,0.01,7.6,0.1,93,12,2,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,0.98,0.05,9.7,0.5,135,16,3,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.0,0.05,9.9,0.5,135,4,2,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.19,0.07,11.8,0.6,140,2,8,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.26,0.01,12.5,0.1,150,1,3,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.4,0.07,13.9,0.6,148,3,7,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.6,0.06,15.9,0.6,159,6,8,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.65,0.05,16.4,0.4,150,10,6,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.85,0.07,18.3,0.7,166,6,13,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,1.93,0.01,19.2,0.1,132,5,3,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.07,0.04,20.5,0.4,151,8,5,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.1,0.05,20.8,0.5,173,10,8,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.27,0.06,22.5,0.6,156,7,8,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.29,0.07,22.7,0.7,154,9,3,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.5,0.08,24.8,0.8,136,4,7,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.5,0.06,24.8,0.6,142,7,12,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.61,0.13,25.9,1.3,146,4,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,2.83,0.24,28.0,2.4,151,4,23,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,3.05,0.11,30.2,1.1,161,3,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,3.43,0.11,34.0,1.1,163,3,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,3.76,0.26,37.2,2.6,162,5,23,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,3.77,0.11,37.4,1.1,172,3,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,4.08,0.07,40.4,0.7,182,4,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,4.35,0.13,43.1,1.3,161,4,23,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,4.4,0.12,43.6,1.2,184,3,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,4.95,0.27,49.1,2.7,180,3,23,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,5.11,0.26,50.7,2.6,187,4,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,5.88,0.17,58.3,1.7,192,5,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,5.92,0.39,58.7,3.9,196,4,23,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,6.48,0.23,64.2,2.2,184,4,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,7.53,0.42,74.7,4.2,191,4,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,8.31,1.33,82.4,13.2,192,5,22,r,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,8.99,0.41,89.2,4.0,188,5,23,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 5982,UGC5982,10.07,0.41,99.9,4.0,199,4,19,a,NGC3430;UGC5982,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 6118,UGC6118,0.07,0.01,0.7,0.1,98,10,2,a,NGC3504;UGC6118,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 6118,UGC6118,0.18,0.03,1.9,0.3,118,7,9,a,NGC3504;UGC6118,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 6118,UGC6118,0.21,0.02,2.2,0.2,70,6,3,r,NGC3504;UGC6118,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 6118,UGC6118,0.29,0.02,3.0,0.2,95,4,9,r,NGC3504;UGC6118,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 6118,UGC6118,0.3,0.03,3.1,0.3,128,4,11,a,NGC3504;UGC6118,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
