s4g_name,s4g_disk_scale_arcsec,s4g_disk_component_source,s4g_bar_radius_arcsec,s4g_model_components,s4g_model_quality_values
NGC3225,13.510000228881836,D:expdisk_hr3,6.0,D;BAR,5
NGC3245A,7.570000171661377,Z:edgedisk_hr2,,Z,5
NGC3246,16.799999237060547,D:expdisk_hr3,12.680000305175781,D;BAR,5
NGC3248,28.040000915527344,D:expdisk_hr3,36.439998626708984,B;D;BAR,5
NGC3252,17.729999542236328,D:expdisk_hr3,20.1299991607666,D;BAR,5
NGC3254,34.619998931884766,D:expdisk_hr3,26.18000030517578,B;D;BAR,5
NGC3259,11.130000114440918,D:expdisk_hr3,,D;N,5
NGC3264,25.84000015258789,D:expdisk_hr3,24.360000610351562,BAR;D,5
NGC3266,12.289999961853027,D:expdisk_hr3,13.210000038146973,B;D;BAR,5
NGC3274,13.5600004196167,D:expdisk_hr3,23.15999984741211,D;BAR,5
NGC3277,11.510000228881836,D:expdisk_hr3,,D;N,5
NGC3279,16.670000076293945,Z:edgedisk_hr2,,Z,5
NGC3287,20.489999771118164,D:expdisk_hr3,22.5,BAR;D,5
NGC3294,22.979999542236328,D:expdisk_hr3,,B;D,5
NGC3299,25.489999771118164,D:expdisk_hr3,,D,5
NGC3301,26.5,D:expdisk_hr3,,B;D,5
NGC3306,5.800000190734863,D:expdisk_hr3,12.4399995803833,D;BAR;N,5
NGC3310,31.079999923706055,D:expdisk_hr3,,D;N,5
NGC3319,67.54000091552734,D:expdisk_hr3,43.77000045776367,D;BAR,5
NGC3320,13.680000305175781,D:expdisk_hr3,16.790000915527344,D;BAR;N,5
NGC3321,20.809999465942383,D:expdisk_hr3,,B;D,5
NGC3329,10.789999961853027,D:expdisk_hr3,9.079999923706055,D;BAR;N,5
NGC3338,29.6200008392334,D:expdisk_hr3,,D;N,5
NGC3344,42.34000015258789,D:expdisk_hr3,,B;D,5
NGC3346,29.510000228881836,D:expdisk_hr3,10.739999771118164,D;BAR,5
NGC3351,58.04999923706055,D:expdisk_hr3,56.25,B;D;BAR,5
NGC3353,9.65999984741211,D:expdisk_hr3,10.5,D;BAR;N,5
NGC3359,42.220001220703125,D:expdisk_hr3,31.639999389648438,D;BAR,5
NGC3361,15.100000381469727,D:expdisk_hr3,,D;N,5
NGC3364,11.770000457763672,D:expdisk_hr3,,B;D,5
NGC3365,5.860000133514404,Z:edgedisk_hr2,,Z,4
NGC3370,12.819999694824219,D:expdisk_hr3,,D;N,5
NGC3377A,23.510000228881836,D:expdisk_hr3,,D,5
NGC3380,16.90999984741211,D:expdisk_hr3,38.45000076293945,B;D;BAR;N,5
NGC3381,16.360000610351562,D:expdisk_hr3,27.299999237060547,D;BAR,5
NGC3384,42.099998474121094,D:expdisk_hr3,27.479999542236328,B;D;BAR,5
NGC3389,22.889999389648438,D:expdisk_hr3,15.739999771118164,D;BAR,5
NGC3396,23.270000457763672,D:expdisk_hr3,14.020000457763672,D;BAR,4
NGC3403,14.0600004196167,D:expdisk_hr3,,D,5
NGC3413,11.1899995803833,D:expdisk_hr3,,B;D,5
NGC3414,27.420000076293945,D:expdisk_hr3,,B;D;N,3
NGC3423,34.68000030517578,D:expdisk_hr3,,B;D,5
NGC3424,19.979999542236328,D:expdisk_hr3,55.029998779296875,B;D;BAR,5
NGC3430,20.579999923706055,D:expdisk_hr3,,B;D,5
NGC3432,42.9900016784668,Z:edgedisk_hr2,,Z,4
NGC3433,22.8799991607666,D:expdisk_hr3,,B;D,5
NGC3437,10.829999923706055,D:expdisk_hr3,,D;N,5
NGC3440,16.020000457763672,D:expdisk_hr3,,B;D,5
NGC3443,28.100000381469727,D:expdisk_hr3,,D,5
NGC3445,13.630000114440918,D:expdisk_hr3,,D,5
NGC3447,38.29999923706055,D:expdisk_hr3,24.18000030517578,D;BAR,5
NGC3447A,28.540000915527344,D:expdisk_hr3,,D,5
NGC3448,16.93000030517578,D:expdisk_hr3,,B;D,5
NGC3454,15.739999771118164,Z:edgedisk_hr2,,Z,4
NGC3455,12.65999984741211,D:expdisk_hr3,,D;N,5
NGC3468,8.369999885559082,D:expdisk_hr3,,B;D,3
NGC3471,9.170000076293945,D:expdisk_hr3,8.220000267028809,D;BAR,5
NGC3485,19.079999923706055,D:expdisk_hr3,23.25,B;D;BAR,5
NGC3486,67.87999725341797,D:expdisk_hr3,,B;D,5
NGC3488,14.34000015258789,D:expdisk_hr3,5.179999828338623,D;BAR,5
NGC3489,21.350000381469727,D:expdisk_hr3,16.780000686645508,B;D;BAR,5
NGC3495,37.880001068115234,D:expdisk_hr3,,D;N,5
NGC3501,15.569999694824219,Z:edgedisk_hr2,,Z,4
NGC3504,23.100000381469727,D:expdisk_hr3,36.75,B;D;BAR,5
NGC3507,29.100000381469727,D:expdisk_hr3,41.90999984741211,B;D;BAR,5
NGC3510,18.399999618530273,Z:edgedisk_hr2,,Z,4
NGC3511,37.90999984741211,D:expdisk_hr3,23.450000762939453,BAR;D,5
NGC3512,10.0,D:expdisk_hr3,,D;N,5
NGC3513,26.860000610351562,D:expdisk_hr3,31.959999084472656,D;BAR,5
NGC3521,39.04999923706055,D:expdisk_hr3,,B;D,4
NGC3522,,missing,,B,5
NGC3526,18.760000228881836,D:expdisk_hr3,,D,5
NGC3547,10.880000114440918,D:expdisk_hr3,15.079999923706055,D;BAR,5
NGC3549,21.979999542236328,D:expdisk_hr3,,N;D,5
NGC3556,62.54999923706055,D:expdisk_hr3,63.90999984741211,D;BAR,5
NGC3583,13.539999961853027,D:expdisk_hr3,14.25,B;D;BAR,5
NGC3589,15.420000076293945,D:expdisk_hr3,,D,5
NGC3592,10.420000076293945,Z:edgedisk_hr2,,Z,4
NGC3593,32.470001220703125,D:expdisk_hr3,,B;D,5
NGC3596,21.559999465942383,D:expdisk_hr3,,B;D,5
NGC3599,24.799999237060547,D:expdisk_hr3,29.600000381469727,B;D;BAR,5
NGC3600,27.459999084472656,Z:edgedisk_hr2,,B;Z,4
NGC3611,27.65999984741211,D:expdisk_hr3,,B;D,5
NGC3614,23.59000015258789,D:expdisk_hr3,,D;N,5
NGC3619,26.149999618530273,D:expdisk_hr3,,B;D,4
NGC3622,32.08000183105469,D:expdisk_hr3,,D,4
NGC3623,65.19000244140625,D:expdisk_hr3,,B;D,5
NGC3625,10.550000190734863,D:expdisk_hr3,7.579999923706055,D;BAR,5
NGC3626,22.920000076293945,D:expdisk_hr3,43.27000045776367,B;D;BAR,5
NGC3627,53.95000076293945,D:expdisk_hr3,100.2300033569336,B;D;BAR,5
NGC3628,37.0099983215332,Z:edgedisk_hr2,,Z,4
NGC3629,16.780000686645508,D:expdisk_hr3,,B;D,5
NGC3631,46.880001068115234,D:expdisk_hr3,,B;D,5
NGC3633,6.139999866485596,D:expdisk_hr3,,N;D,5
NGC3637,18.829999923706055,D:expdisk_hr3,22.5,B;D;BAR;N,5
NGC3642,2.5799999237060547,D:expdisk_hr3,,D;N,5
NGC3648,,missing,,B,5
NGC3652,16.3700008392334,D:expdisk_hr3,15.0,D;BAR;N,5
NGC3654,11.149999618530273,D:expdisk_hr3,11.25,D;BAR,5
NGC3655,8.550000190734863,D:expdisk_hr3,,D;N,5
NGC3659,10.489999771118164,D:expdisk_hr3,12.75,D;BAR,5
NGC3664,27.3799991607666,D:expdisk_hr3,24.75,D;BAR,5
NGC3666,15.350000381469727,D:expdisk_hr3,,B;D,5
NGC3669,9.75,Z:edgedisk_hr2,,Z,4
NGC3672,26.780000686645508,D:expdisk_hr3,,D;N,5
NGC3673,28.389999389648438,D:expdisk_hr3,37.5,B;D;BAR;N,5
NGC3675,6.059999942779541,D:expdisk_hr3,,D;N,5
NGC3681,13.25,D:expdisk_hr3,12.850000381469727,B;D;BAR,5
NGC3682,30.280000686645508,D:expdisk_hr3,,B;D,5
NGC3683A,15.399999618530273,D:expdisk_hr3,6.400000095367432,D;BAR,5
NGC3684,15.460000038146973,D:expdisk_hr3,20.709999084472656,B;D;BAR,5
NGC3686,25.920000076293945,D:expdisk_hr3,32.15999984741211,B;D;BAR,5
NGC3687,11.84000015258789,D:expdisk_hr3,12.0,B;D;BAR,5
NGC3689,10.3100004196167,D:expdisk_hr3,,D;N,5
NGC3691,16.739999771118164,D:expdisk_hr3,38.7599983215332,D;BAR,5
NGC3692,14.4399995803833,D:expdisk_hr3,,B;D,5
NGC3701,11.739999771118164,D:expdisk_hr3,,B;D,5
NGC3705,23.43000030517578,D:expdisk_hr3,24.8799991607666,B;D;BAR,5
NGC3712,17.709999084472656,D:expdisk_hr3,,D,5
NGC3715,6.5,D:expdisk_hr3,,D;N,5
NGC3718,84.36000061035156,D:expdisk_hr3,,B;D,5
NGC3726,49.9900016784668,D:expdisk_hr3,,B;D,5
NGC3729,21.399999618530273,D:expdisk_hr3,21.0,B;D;BAR,5
NGC3730,7.130000114440918,D:expdisk_hr3,,D,5
NGC3733,10.550000190734863,D:expdisk_hr3,,D;N,5
NGC3735,16.8700008392334,D:expdisk_hr3,,N;D,5
NGC3738,24.25,D:expdisk_hr3,29.1299991607666,D;BAR,5
NGC3752,13.420000076293945,D:expdisk_hr3,22.579999923706055,D;BAR;N,5
NGC3755,9.949999809265137,D:expdisk_hr3,,D;N,5
NGC3756,31.299999237060547,D:expdisk_hr3,,B;D,5
NGC3757,9.010000228881836,D:expdisk_hr3,21.65999984741211,B;D;BAR,5
NGC3769,18.889999389648438,D:expdisk_hr3,25.299999237060547,D;BAR,5
NGC3773,12.170000076293945,D:expdisk_hr3,,B;D,5
NGC3779,17.860000610351562,D:expdisk_hr3,,D,3
NGC3780,25.190000534057617,D:expdisk_hr3,,B;D,5
NGC3782,11.880000114440918,D:expdisk_hr3,14.25,D;BAR,5
NGC3786,17.09000015258789,D:expdisk_hr3,,D;N,5
NGC3788,15.3100004196167,D:expdisk_hr3,,B;D,5
NGC3794,19.350000381469727,D:expdisk_hr3,,B;D,5
NGC3795,12.4399995803833,D:expdisk_hr3,,D,5
NGC3795A,23.860000610351562,D:expdisk_hr3,22.760000228881836,D;BAR,5
NGC3810,11.9399995803833,D:expdisk_hr3,,B;D,5
NGC3813,16.06999969482422,D:expdisk_hr3,,D;N,5
NGC3835,12.119999885559082,D:expdisk_hr3,,B;D,5
NGC3850,24.360000610351562,D:expdisk_hr3,24.920000076293945,D;BAR,5
NGC3870,7.139999866485596,D:expdisk_hr3,9.84000015258789,D;BAR,5
NGC3876,11.199999809265137,D:expdisk_hr3,,D,5
NGC3877,40.060001373291016,D:expdisk_hr3,,B;D,5
NGC3879,15.760000228881836,D:expdisk_hr3,,D,5
NGC3885,31.09000015258789,D:expdisk_hr3,,B;D,5
NGC3887,27.15999984741211,D:expdisk_hr3,33.75,B;D;BAR,5
NGC3888,9.380000114440918,D:expdisk_hr3,,B;D,5
NGC3892,23.93000030517578,D:expdisk_hr3,35.25,B;D;BAR,4
NGC3893,24.40999984741211,D:expdisk_hr3,,B;D,5
NGC3896,,missing,,B,5
NGC3898,34.43000030517578,D:expdisk_hr3,,B;D,5
NGC3900,18.3799991607666,D:expdisk_hr3,,B;D,5
NGC3901,18.639999389648438,D:expdisk_hr3,,B;D,5
NGC3904,,missing,,B,5
NGC3906,17.219999313354492,D:expdisk_hr3,21.75,D;BAR,5
NGC3912,10.630000114440918,D:expdisk_hr3,22.59000015258789,D;BAR,5
NGC3913,6.619999885559082,D:expdisk_hr3,,B;D,5
NGC3917,38.5099983215332,D:expdisk_hr3,,B;D,5
NGC3922,13.539999961853027,D:expdisk_hr3,,B;D,5
NGC3928,11.930000305175781,D:expdisk_hr3,,B;D,5
NGC3930,40.29999923706055,D:expdisk_hr3,51.2599983215332,B;D;BAR,5
NGC3931,8.430000305175781,D:expdisk_hr3,,B;D,5
NGC3936,27.950000762939453,D:expdisk_hr3,,D,5
NGC3938,33.11000061035156,D:expdisk_hr3,,B;D,5
NGC3941,21.290000915527344,D:expdisk_hr3,31.510000228881836,B;D;BAR;N,5
NGC3949,16.59000015258789,D:expdisk_hr3,,B;D,5
NGC3952,15.050000190734863,D:expdisk_hr3,22.1200008392334,D;BAR,5
NGC3953,47.56999969482422,D:expdisk_hr3,46.93000030517578,B;D;BAR,5
NGC3955,13.739999771118164,D:expdisk_hr3,,D;N,5
NGC3956,24.75,D:expdisk_hr3,11.020000457763672,D;BAR,5
NGC3962,,missing,,B,5
NGC3972,28.06999969482422,D:expdisk_hr3,,B;D,5
NGC3976,18.200000762939453,D:expdisk_hr3,10.100000381469727,D;BAR;N,5
NGC3981,15.140000343322754,D:expdisk_hr3,,D;N,5
NGC3982,10.640000343322754,D:expdisk_hr3,,D;N,5
NGC3985,10.899999618530273,D:expdisk_hr3,9.550000190734863,D;BAR,5
NGC3992,67.18000030517578,D:expdisk_hr3,60.0,B;D;BAR;N,5
NGC3998,20.860000610351562,D:expdisk_hr3,,B;D;N,5
NGC4010,26.3700008392334,Z:edgedisk_hr2,,Z,4
NGC4013,27.389999389648438,Z:edgedisk_hr2,,Z;N,4
NGC4020,17.579999923706055,D:expdisk_hr3,,D,5
NGC4027,23.3799991607666,D:expdisk_hr3,11.25,D;BAR,5
NGC4030,8.359999656677246,D:expdisk_hr3,,D;N,5
NGC4032,16.440000534057617,D:expdisk_hr3,,D,5
NGC4034,15.140000343322754,D:expdisk_hr3,11.869999885559082,D;BAR;N,5
NGC4035,11.319999694824219,D:expdisk_hr3,5.610000133514404,D;BAR,5
NGC4037,31.270000457763672,D:expdisk_hr3,53.31999969482422,D;BAR;N,5
NGC4041,18.81999969482422,D:expdisk_hr3,,D;N,5
NGC4045,26.940000534057617,D:expdisk_hr3,37.439998626708984,B;D;BAR,5
NGC4049,14.9399995803833,D:expdisk_hr3,,D,5
NGC4050,32.790000915527344,D:expdisk_hr3,,B;D,5
NGC4051,44.75,D:expdisk_hr3,60.0,B;D;BAR,5
NGC4062,32.97999954223633,D:expdisk_hr3,,B;D,5
NGC4064,22.68000030517578,D:expdisk_hr3,20.1200008392334,D;BAR,5
NGC4067,9.729999542236328,D:expdisk_hr3,11.25,B;D;BAR,5
NGC4068,30.639999389648438,D:expdisk_hr3,,D,5
NGC4080,12.020000457763672,D:expdisk_hr3,10.5,D;BAR,5
NGC4081,5.940000057220459,Z:edgedisk_hr2,,Z,4
NGC4085,16.0,D:expdisk_hr3,,D;N,5
NGC4088,37.310001373291016,D:expdisk_hr3,,D;N,5
NGC4094,32.97999954223633,D:expdisk_hr3,10.960000038146973,D;BAR,5
NGC4096,44.119998931884766,D:expdisk_hr3,17.25,D;BAR;N,5
NGC4100,50.20000076293945,D:expdisk_hr3,,B;D,5
NGC4102,22.780000686645508,D:expdisk_hr3,18.139999389648438,B;D;BAR,5
NGC4108,6.760000228881836,D:expdisk_hr3,,D;N,5
NGC4108B,11.34000015258789,D:expdisk_hr3,,D,5
NGC4111,8.470000267028809,Z:edgedisk_hr2,,B;Z,4
NGC4116,32.150001525878906,D:expdisk_hr3,20.25,D;BAR,5
NGC4117,16.15999984741211,D:expdisk_hr3,,D;N,5
NGC4120,13.59000015258789,D:expdisk_hr3,,D,5
NGC4123,37.52000045776367,D:expdisk_hr3,45.0,B;D;BAR,5
NGC4127,10.0600004196167,D:expdisk_hr3,,D;N,5
NGC4129,13.890000343322754,D:expdisk_hr3,,D,5
NGC4133,11.859999656677246,D:expdisk_hr3,18.719999313354492,B;D;BAR,5
NGC4136,27.469999313354492,D:expdisk_hr3,24.350000381469727,B;D;BAR,5
NGC4138,15.84000015258789,D:expdisk_hr3,,B;D,5
NGC4141,11.210000038146973,D:expdisk_hr3,19.770000457763672,D;BAR,5
NGC4142,16.690000534057617,D:expdisk_hr3,22.780000686645508,D;BAR,5
NGC4144,45.65999984741211,D:expdisk_hr3,42.83000183105469,D;BAR,5
NGC4145,55.93000030517578,D:expdisk_hr3,26.489999771118164,D;BAR,5
NGC4151,29.8700008392334,D:expdisk_hr3,,B;D,5
NGC4152,10.399999618530273,D:expdisk_hr3,8.25,D;BAR;N,5
NGC4157,35.79999923706055,D:expdisk_hr3,,D;N,3
NGC4158,8.25,D:expdisk_hr3,,D;N,5
NGC4159,11.0600004196167,D:expdisk_hr3,13.5,D;BAR,5
NGC4162,12.390000343322754,D:expdisk_hr3,,B;D,5
NGC4163,20.1299991607666,D:expdisk_hr3,,D,5
NGC4165,12.3100004196167,D:expdisk_hr3,,B;D,5
NGC4173,32.099998474121094,Z:edgedisk_hr2,,Z,4
NGC4178,52.95000076293945,D:expdisk_hr3,39.099998474121094,D;BAR,5
NGC4180,9.34000015258789,D:expdisk_hr3,20.420000076293945,D;BAR;N,5
NGC4183,28.969999313354492,Z:edgedisk_hr2,,Z,4
NGC4189,22.5,D:expdisk_hr3,7.190000057220459,D;BAR;N,5
NGC4190,20.0,D:expdisk_hr3,,D,5
NGC4192,87.63999938964844,D:expdisk_hr3,,B;D,5
NGC4193,15.170000076293945,D:expdisk_hr3,,D;N,5
NGC4197,17.780000686645508,D:expdisk_hr3,34.7400016784668,D;BAR,5
NGC4203,28.440000534057617,D:expdisk_hr3,24.639999389648438,B;D;BAR,5
NGC4204,41.84000015258789,D:expdisk_hr3,58.119998931884766,D;BAR,5
NGC4205,8.050000190734863,Z:edgedisk_hr2,,Z,4
NGC4206,27.170000076293945,Z:edgedisk_hr2,,Z,4
NGC4207,6.400000095367432,Z:edgedisk_hr2,,B;Z,4
NGC4210,14.770000457763672,D:expdisk_hr3,10.5,D;BAR;N,5
NGC4212,22.34000015258789,D:expdisk_hr3,,B;D,5
NGC4214,46.459999084472656,D:expdisk_hr3,80.75,D;BAR,5
NGC4216,66.22000122070312,D:expdisk_hr3,,B;D,5
NGC4217,28.8799991607666,Z:edgedisk_hr2,,Z;N,4
NGC4220,20.639999389648438,D:expdisk_hr3,,B;D,5
NGC4222,16.6299991607666,Z:edgedisk_hr2,,Z,4
NGC4224,22.31999969482422,D:expdisk_hr3,,B;D;N,5
NGC4234,12.930000305175781,D:expdisk_hr3,13.5,D;BAR,5
NGC4235,22.920000076293945,D:expdisk_hr3,,B;D,5
NGC4236,167.60000610351562,D:expdisk_hr3,,D,5
NGC4237,14.819999694824219,D:expdisk_hr3,,B;D,5
NGC4238,13.640000343322754,D:expdisk_hr3,,D;N,5
NGC4242,54.7599983215332,D:expdisk_hr3,,D,5
NGC4244,72.31999969482422,Z:edgedisk_hr2,,Z,4
NGC4245,24.1299991607666,D:expdisk_hr3,37.5,B;D;BAR,5
NGC4248,31.540000915527344,D:expdisk_hr3,59.040000915527344,D;BAR,5
NGC4250,3.140000104904175,D:expdisk_hr3,39.0,D;BAR;N,5
NGC4252,6.769999980926514,Z:edgedisk_hr2,,Z,4
NGC4254,13.760000228881836,D:expdisk_hr3,,B;D,5
NGC4256,32.029998779296875,Z:edgedisk_hr2,,B;Z,5
NGC4260,27.100000381469727,D:expdisk_hr3,31.5,B;D;BAR,5
NGC4262,12.25,D:expdisk_hr3,15.75,B;D;BAR,5
NGC4267,28.190000534057617,D:expdisk_hr3,25.420000076293945,B;D;BAR,5
NGC4268,16.59000015258789,D:expdisk_hr3,,B;D,5
NGC4273,13.34000015258789,D:expdisk_hr3,11.289999961853027,D;BAR;N,5
NGC4274,57.810001373291016,D:expdisk_hr3,33.0,B;D;BAR,5
NGC4276,15.960000038146973,D:expdisk_hr3,13.050000190734863,D;BAR,5
NGC4278,40.61000061035156,D:expdisk_hr3,,B;D,5
NGC4283,32.470001220703125,D:expdisk_hr3,,B;D,5
NGC4286,16.479999542236328,D:expdisk_hr3,,D;N,5
NGC4287,10.020000457763672,D:expdisk_hr3,,D;N,5
NGC4288,18.1299991607666,D:expdisk_hr3,17.25,D;BAR,5
NGC4289,32.599998474121094,Z:edgedisk_hr2,,B;Z,4
NGC4293,50.119998931884766,D:expdisk_hr3,66.0,B;D;BAR;N,5
NGC4294,21.649999618530273,D:expdisk_hr3,32.2599983215332,D;BAR,5
NGC4298,26.200000762939453,D:expdisk_hr3,,B;D,5
NGC4299,15.550000190734863,D:expdisk_hr3,,D,5
NGC4302,28.549999237060547,Z:edgedisk_hr2,,Z;N,4
NGC4303,37.439998626708984,D:expdisk_hr3,,B;D,5
NGC4303A,13.800000190734863,D:expdisk_hr3,9.649999618530273,D;BAR,5
NGC4307,16.600000381469727,Z:edgedisk_hr2,,Z;N,4
NGC4309,18.579999923706055,D:expdisk_hr3,19.5,B;D;BAR;N,5
NGC4310,14.15999984741211,D:expdisk_hr3,,D;N,5
NGC4312,28.670000076293945,D:expdisk_hr3,,B;D,5
NGC4313,26.049999237060547,D:expdisk_hr3,8.0600004196167,D;N;BAR,5
NGC4314,46.81999969482422,D:expdisk_hr3,73.5,B;D;BAR;N,5
NGC4316,13.109999656677246,Z:edgedisk_hr2,,Z;N,4
NGC4319,22.809999465942383,D:expdisk_hr3,23.440000534057617,B;D;BAR,5
NGC4321,61.13999938964844,D:expdisk_hr3,,B;D,5
NGC4324,15.149999618530273,D:expdisk_hr3,,B;D,5
NGC4330,26.399999618530273,Z:edgedisk_hr2,,Z,4
NGC4336,14.569999694824219,D:expdisk_hr3,8.609999656677246,D;BAR,5
NGC4344,10.279999732971191,D:expdisk_hr3,,D,5
NGC4346,19.25,D:expdisk_hr3,,B;D,5
NGC4348,15.430000305175781,D:expdisk_hr3,13.710000038146973,D;BAR;N,5
NGC4351,66.63999938964844,D:expdisk_hr3,12.640000343322754,D;BAR,5
NGC4353,11.100000381469727,D:expdisk_hr3,,D,5
NGC4355,12.670000076293945,D:expdisk_hr3,15.819999694824219,B;D;BAR,5
NGC4356,17.510000228881836,Z:edgedisk_hr2,,Z,4
NGC4359,13.279999732971191,Z:edgedisk_hr2,,Z,4
NGC4369,12.479999542236328,D:expdisk_hr3,12.649999618530273,D;BAR,5
NGC4370,10.880000114440918,D:expdisk_hr3,10.930000305175781,D;BAR,5
NGC4371,43.209999084472656,D:expdisk_hr3,36.0,B;D;BAR,5
NGC4374,100.12000274658203,D:expdisk_hr3,,B;D,3
NGC4376,12.960000038146973,D:expdisk_hr3,,D,5
NGC4378,7.889999866485596,D:expdisk_hr3,,B;D,5
NGC4380,33.959999084472656,D:expdisk_hr3,,B;D,5
NGC4383,11.079999923706055,D:expdisk_hr3,16.239999771118164,D;BAR;N,4
NGC4384,6.550000190734863,D:expdisk_hr3,7.320000171661377,D;BAR,5
NGC4385,16.989999771118164,D:expdisk_hr3,23.25,D;BAR;N,5
NGC4388,21.6200008392334,D:expdisk_hr3,,D;N,5
NGC4389,23.229999542236328,D:expdisk_hr3,42.0,D;BAR,5
NGC4390,15.949999809265137,D:expdisk_hr3,10.5,D;BAR;N,5
NGC4393,31.010000228881836,D:expdisk_hr3,,D,5
NGC4394,36.5099983215332,D:expdisk_hr3,42.0,B;D;BAR,5
NGC4395,161.69000244140625,D:expdisk_hr3,232.4199981689453,D;BAR;N,5
NGC4396,28.010000228881836,D:expdisk_hr3,,D;N,5
NGC4402,28.239999771118164,D:expdisk_hr3,,D,3
NGC4405,11.420000076293945,D:expdisk_hr3,12.0,D;BAR;N,5
NGC4409,15.859999656677246,D:expdisk_hr3,11.279999732971191,D;BAR,4
NGC4411A,22.3799991607666,D:expdisk_hr3,18.110000610351562,D;BAR,5
NGC4411B,24.059999465942383,D:expdisk_hr3,,D;N,5
NGC4412,12.970000267028809,D:expdisk_hr3,17.25,D;BAR;N,5
NGC4413,20.09000015258789,D:expdisk_hr3,14.329999923706055,D;BAR;N,5
NGC4414,19.219999313354492,D:expdisk_hr3,,D;N,5
NGC4416,14.859999656677246,D:expdisk_hr3,11.140000343322754,D;BAR,5
NGC4419,17.770000457763672,D:expdisk_hr3,18.149999618530273,D;N;BAR,5
NGC4423,9.369999885559082,Z:edgedisk_hr2,,Z,4
NGC4424,27.56999969482422,D:expdisk_hr3,19.940000534057617,D;BAR,5
NGC4428,8.619999885559082,D:expdisk_hr3,,D;N,5
NGC4430,21.989999771118164,D:expdisk_hr3,18.0,D;BAR;N,5
NGC4434,,missing,,B,5
NGC4437,77.52999877929688,Z:edgedisk_hr2,,Z,4
NGC4442,31.31999969482422,D:expdisk_hr3,,B;D,5
NGC4445,16.299999237060547,Z:edgedisk_hr2,,Z;N,4
NGC4448,30.700000762939453,D:expdisk_hr3,18.75,B;D;BAR,5
NGC4449,43.380001068115234,D:expdisk_hr3,69.55000305175781,D;BAR;N,5
NGC4450,38.810001373291016,D:expdisk_hr3,42.0,B;D;BAR;N,5
NGC4451,13.880000114440918,D:expdisk_hr3,,D;N,5
NGC4454,19.600000381469727,D:expdisk_hr3,29.25,B;D;BAR;N,5
NGC4455,22.43000030517578,D:expdisk_hr3,,D,5
NGC4457,45.38999938964844,D:expdisk_hr3,,B;D;LENS,5
NGC4460,17.3799991607666,D:expdisk_hr3,,D;N,5
NGC4461,27.34000015258789,D:expdisk_hr3,31.5,B;D;BAR,5
NGC4462,21.209999084472656,D:expdisk_hr3,23.25,B;D;BAR,5
NGC4470,11.15999984741211,D:expdisk_hr3,,D,5
NGC4472,155.0399932861328,D:expdisk_hr3,,B;D,4
NGC4480,15.649999618530273,D:expdisk_hr3,,B;D,5
NGC4485,20.90999984741211,D:expdisk_hr3,,D,5
NGC4487,33.68000030517578,D:expdisk_hr3,17.40999984741211,D;BAR,5
NGC4488,85.62999725341797,D:expdisk_hr3,102.44999694824219,B;D;BAR,3
NGC4489,14.619999885559082,D:expdisk_hr3,,B;D,5
NGC4490,36.93000030517578,D:expdisk_hr3,,D,4
NGC4491,15.399999618530273,D:expdisk_hr3,16.5,B;D;BAR,5
NGC4492,21.1299991607666,D:expdisk_hr3,,B;D,5
NGC4494,,missing,,B,5
NGC4496A,31.059999465942383,D:expdisk_hr3,35.150001525878906,D;BAR,5
NGC4498,23.389999389648438,D:expdisk_hr3,27.75,D;BAR,5
NGC4501,39.65999984741211,D:expdisk_hr3,,B;D,5
NGC4502,9.510000228881836,D:expdisk_hr3,8.25,D;BAR,5
NGC4503,25.809999465942383,D:expdisk_hr3,28.5,B;D;BAR,5
NGC4504,28.65999984741211,D:expdisk_hr3,18.079999923706055,D;BAR;N,5
NGC4506,26.709999084472656,D:expdisk_hr3,,D;N,5
NGC4517A,38.900001525878906,D:expdisk_hr3,21.299999237060547,D;BAR,5
NGC4519,23.469999313354492,D:expdisk_hr3,18.75,D;BAR,5
NGC4522,21.809999465942383,D:expdisk_hr3,12.380000114440918,D;BAR,5
NGC4523,29.270000457763672,D:expdisk_hr3,33.9900016784668,D;BAR,5
NGC4525,21.739999771118164,D:expdisk_hr3,17.25,D;BAR;N,5
NGC4527,41.04999923706055,D:expdisk_hr3,,B;D,5
NGC4528,8.039999961853027,D:expdisk_hr3,7.170000076293945,D;BAR;N,5
NGC4531,24.3799991607666,D:expdisk_hr3,,D;N,5
NGC4532,19.25,D:expdisk_hr3,44.779998779296875,D;BAR,5
NGC4533,9.079999923706055,Z:edgedisk_hr2,,Z,4
NGC4534,16.670000076293945,D:expdisk_hr3,,D,5
NGC4535,56.97999954223633,D:expdisk_hr3,39.75,B;D;BAR,5
NGC4536,50.68000030517578,D:expdisk_hr3,,B;D,5
NGC4539,28.329999923706055,D:expdisk_hr3,23.450000762939453,D;BAR;N,5
NGC4540,15.279999732971191,D:expdisk_hr3,19.5,D;BAR;N,5
NGC4544,6.769999980926514,Z:edgedisk_hr2,,Z,4
NGC4545,16.1200008392334,D:expdisk_hr3,,D;N,5
NGC4546,36.02000045776367,D:expdisk_hr3,,B;D,3
NGC4548,55.900001525878906,D:expdisk_hr3,62.25,B;D;BAR,5
NGC4550,9.4399995803833,Z:edgedisk_hr2,,Z;N,4
NGC4559,49.400001525878906,D:expdisk_hr3,26.639999389648438,D;BAR;N,5
NGC4561,14.079999923706055,D:expdisk_hr3,26.3799991607666,D;BAR,5
NGC4562,22.760000228881836,D:expdisk_hr3,,D,5
