galaxy,radius_kpc,velocity_km_s,velocity_error_km_s,v_gas_km_s,v_star_km_s,v_baryon_newton_km_s,figure_file,coordinate_calibration_uses_published_vobs
DDO_216,0.77000072421,14.239999033673,2.500002820487,5.122046708204903,6.332606601602741,8.144769416729691,rMD_DH_DM_profiles_ddo216.pdf,True
DDO_216,0.860000714355,14.480003969206,2.509996810966,5.278867354576341,6.385385360496651,8.284901130928283,rMD_DH_DM_profiles_ddo216.pdf,True
DDO_216,0.940001029005,15.259996279045998,2.4100026647079997,5.331314646633709,6.332938068439282,8.278225681877643,rMD_DH_DM_profiles_ddo216.pdf,True
DDO_216,1.03000101915,16.560001542602,3.169993433223,5.173464384486043,6.227381906405982,8.095987842491994,rMD_DH_DM_profiles_ddo216.pdf,True
DDO_46,0.150000306831,14.629973985648,5.320017080208,-1.3467690175859481,0.0,0.0,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,0.309999455472,24.66999908586,2.660008540104,-1.5374869953094445,0.0,0.0,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,0.459999762303,35.460017265096006,2.7300010822200003,3.500004355896321,0.0,3.500004355896321,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,0.620000875353,41.91998587326,4.5700240011840005,7.497013822373312,0.0,7.497013822373312,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,0.769999217775,49.860015755220005,4.149995763564,8.555124894141974,0.0,8.555124894141974,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,0.919999524606,53.30001417811201,3.739966460532,7.938320767518008,0.0,7.938320767518008,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.080000637656,62.62996895272801,3.0900357123120004,8.554511525106545,0.0,8.554511525106545,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.230000944487,67.100003608032,2.8299904281,10.941108860555444,0.0,10.941108860555444,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.379999286909,69.88999829778001,3.15002931984,15.328893851661636,0.0,15.328893851661636,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.540000399959,68.44000681267201,3.569984572536,17.643274304559778,0.0,17.643274304559778,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.69000070679,71.95999671226801,3.3800048153640003,19.946825751217414,0.0,19.946825751217414,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,1.849999855431,72.39002388447601,3.3300101424240003,19.526154758896986,0.0,19.526154758896986,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.0000001622620003,73.17001376726401,3.860026660512,19.525918410614562,0.0,19.525918410614562,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.150000469093,76.31997010218001,4.289980847796,19.317084643347243,0.0,19.317084643347243,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.3099996177340003,74.17997914557601,4.090002156036,19.940502898805235,0.0,19.940502898805235,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.4599999245650004,73.89001004252401,4.070004286860001,20.379346793121872,0.0,20.379346793121872,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.610000231396,72.61999938000001,3.719968591356,21.0017238893303,0.0,21.0017238893303,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.769999380037,70.77997646103601,3.810031987572,21.00361440545325,0.0,21.00361440545325,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,2.9199996868680005,70.470009488808,4.550026132008001,21.211633636940007,0.0,21.211633636940007,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,3.079998835509,61.28996574808801,5.089968599760001,21.000873530211422,0.0,21.000873530211422,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,3.22999914234,55.310018985072,4.189991501916,20.581099516387656,0.0,20.581099516387656,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,3.3799994491709997,48.32003385882,2.9899733815080007,20.789480546659057,0.0,20.789480546659057,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_46,3.540000562221,40.920019429536005,5.400008556912001,26.015338796419762,0.0,26.015338796419762,rMD_DH_DM_profiles_ddo46.pdf,True
DDO_47,0.22999908,15.360001941958,4.480029780572,-1.0086367754885723,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,0.4499982,19.929968865352,3.930017303314,-0.33484175437778163,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,0.68000227,18.660013065504,2.5100175387579995,1.756567445377818,0.0,1.756567445377818,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,0.91000135,20.389980459786,1.8100248367939995,-2.2133269142350835,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,1.13000047,20.229993054766,2.619969042208,-4.1719458204400865,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,1.35999955,20.6900046492,2.179971808402,-4.712612974949595,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,1.5899986300000002,21.860016125911997,1.7200239539699995,-2.7897281443187314,0.0,0.0,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,1.81999771,23.170000647016,1.949997881186,2.833437785256869,0.0,2.833437785256869,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,2.04000182,23.789999646469997,2.080027485266,6.529194670398797,0.0,6.529194670398797,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,2.2700009,24.499999528748,1.7900104761659998,7.75624647461484,0.0,7.75624647461484,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,2.4999999799999997,27.569972985075996,1.870004178676,7.582476783035678,0.0,7.582476783035678,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,2.7199991,30.96999217176,1.80001765648,7.788014784960339,0.0,7.788014784960339,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,2.94999818,35.440014772017996,2.060013124638,11.310142610665668,0.0,11.310142610665668,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,3.1800022500000003,39.139994408114,1.82997545742,14.811650018347725,0.0,14.811650018347725,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,3.4000013700000005,44.079972043118,1.6799952327139998,16.724676430224385,0.0,16.724676430224385,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,3.63000045,48.500022481808,1.849989818048,17.243192648013938,0.0,17.243192648013938,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,3.85999953,53.200019009281995,2.179971808402,17.258022321573286,0.0,17.258022321573286,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,4.07999865,56.89999864537799,2.5599897003259997,17.93183131186419,0.0,17.93183131186419,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,4.310002720000001,58.54997233715,2.41000947562,18.808826185680612,0.0,18.808826185680612,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,4.5400018,60.120016066414,2.1899789887159997,19.689399266358812,0.0,19.689399266358812,rMD_DH_DM_profiles_ddo47.pdf,True
DDO_47,4.76000092,62.160014830424,2.050005944324,20.395956144823252,0.0,20.395956144823252,rMD_DH_DM_profiles_ddo47.pdf,True
