Seq,Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,PA1,Re,n,f2,mu02,PA2,hr2,hz2,f3,mag3,q3,PA3,hr3,mu03,f4,mu04,q4,PA4,Rbar,f5,mag5
120,ESO404-027,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.048,16.161
121,ESO406-042,_dn,2,5,D,expdisk,,,,,,,,,,,,0.986,14.293,0.562,69.34,22.09,23.009,,,,,,,
121,ESO406-042,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.014,18.942
122,ESO407-007,_zzn,3,4,Z,edgedisk,,,,,,,0.288,21.108,-12.22,13.54,11.88,,,,,,,,,,,,,
122,ESO407-007,_zzn,3,4,Z,edgedisk,,,,,,,0.708,17.839,-8.91,11.18,2.32,,,,,,,,,,,,,
122,ESO407-007,_zzn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.004,18.119
123,ESO407-009,_dn,2,5,D,expdisk,,,,,,,,,,,,0.998,13.425,0.379,35.65,23.84,22.306,,,,,,,
123,ESO407-009,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.002,20.251
124,ESO407-014,_dn,2,5,D,expdisk,,,,,,,,,,,,0.99,13.131,0.553,40.06,8.08,19.664,,,,,,,
124,ESO407-014,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.01,18.069
125,ESO407-018,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.854,0.899,-73.98,27.34,23.033,,,,,,,
126,ESO408-012,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.926,14.855,0.548,74.43,14.27,22.623,,,,,,,
126,ESO408-012,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.069,22.907,0.257,-73.47,21.34,,
126,ESO408-012,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,20.601
127,ESO409-015,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.496,0.597,-52.31,12.21,22.926,,,,,,,
128,ESO410-012,_dn,2,5,D,expdisk,,,,,,,,,,,,0.987,16.073,0.253,-61.77,19.87,24.559,,,,,,,
128,ESO410-012,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.013,20.822
129,ESO410-018,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.148,0.89,26.6,19.37,22.579,,,,,,,
130,ESO411-013,_z,1,4,Z,edgedisk,,,,,,,1.0,22.735,36.51,14.13,7.14,,,,,,,,,,,,,
131,ESO411-026,_dd,2,5,D,sersic,0.233,17.393,0.667,134.41,10.48,0.943,,,,,,,,,,,,,,,,,,
131,ESO411-026,_dd,2,5,D,expdisk,,,,,,,,,,,,0.767,16.084,0.446,23.1,12.8,23.615,,,,,,,
132,ESO418-008,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.614,0.682,-43.25,11.13,20.842,,,,,,,
133,ESO418-009,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.989,13.463,0.797,-63.26,14.77,21.304,,,,,,,
133,ESO418-009,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.011,21.931,0.112,-89.46,15.0,,
134,ESO419-013,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.805,14.524,0.518,2.12,11.68,21.857,,,,,,,
134,ESO419-013,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.195,21.552,0.188,1.98,28.21,,
135,ESO420-006,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.113,0.379,-40.59,26.49,24.223,,,,,,,
136,ESO420-009,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.993,13.173,0.771,31.75,13.67,20.847,,,,,,,
136,ESO420-009,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.007,21.077,0.284,38.17,6.0,,
137,ESO421-019,_dd,2,5,D,expdisk,,,,,,,,,,,,0.993,12.937,0.76,69.33,28.72,22.224,,,,,,,
137,ESO421-019,_dd,2,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.007,23.314,1.0,-30.54,9.75,,
138,ESO422-005,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.86,0.723,22.46,12.5,22.34,,,,,,,
139,ESO422-033,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.41,0.37,-45.64,15.3,22.329,,,,,,,
140,ESO422-041,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.946,13.15,0.818,75.85,24.69,22.108,,,,,,,
140,ESO422-041,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.054,21.687,0.6,-84.46,15.38,,
141,ESO423-002,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.901,12.716,0.335,19.78,22.58,21.48,,,,,,,
141,ESO423-002,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.099,19.963,0.171,16.32,21.99,,
142,ESO438-017,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.989,13.376,0.454,17.0,22.45,22.127,,,,,,,
142,ESO438-017,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.011,23.226,0.26,-13.87,18.75,,
143,ESO440-004,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.871,13.905,0.418,76.88,33.93,23.553,,,,,,,
143,ESO440-004,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.129,21.848,0.478,-54.5,20.48,,
144,ESO440-011,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.977,12.065,0.901,32.82,27.7,21.273,,,,,,,
144,ESO440-011,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.023,20.968,0.367,1.05,15.0,,
145,ESO440-027,_zzn,3,4,Z,edgedisk,,,,,,,0.846,19.908,79.24,30.54,7.48,,,,,,,,,,,,,
145,ESO440-027,_zzn,3,4,Z,edgedisk,,,,,,,0.151,18.69,59.04,8.4,2.11,,,,,,,,,,,,,
145,ESO440-027,_zzn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,18.08
146,ESO440-037,_b,1,5,B,sersic,1.0,12.85,0.959,39.41,19.3,5.49,,,,,,,,,,,,,,,,,,
147,ESO440-044,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.947,13.711,0.487,13.09,19.34,22.139,,,,,,,
147,ESO440-044,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.053,21.79,0.259,2.03,18.68,,
148,ESO440-046,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.15,0.781,6.65,22.76,21.931,,,,,,,
149,ESO440-049,_bdd,3,5,B,sersic,0.031,17.538,0.756,143.05,2.18,1.404,,,,,,,,,,,,,,,,,,
149,ESO440-049,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.838,13.928,0.788,63.14,18.56,22.266,,,,,,,
149,ESO440-049,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.131,15.971,0.788,63.14,4.9,21.417,,,,,,,
150,ESO441-011,_z,1,4,Z,edgedisk,,,,,,,1.0,21.082,-42.11,9.15,3.22,,,,,,,,,,,,,
151,ESO441-014,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.42,0.341,-28.78,12.78,21.948,,,,,,,
152,ESO441-017,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.942,13.177,0.566,78.79,9.54,20.07,,,,,,,
152,ESO441-017,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.058,20.482,0.287,18.77,13.04,,
153,ESO442-013,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.961,13.402,0.376,-11.19,23.84,22.284,,,,,,,
153,ESO442-013,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.039,22.034,0.217,16.03,22.41,,
154,ESO443-021,_zn,2,4,Z,edgedisk,,,,,,,0.972,18.587,-19.16,14.19,2.72,,,,,,,,,,,,,
154,ESO443-021,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.028,16.497
155,ESO443-042,_zn,2,4,Z,edgedisk,,,,,,,0.914,19.288,-52.3,22.74,4.84,,,,,,,,,,,,,
155,ESO443-042,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.086,14.751
156,ESO443-069,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.939,12.523,0.901,-55.63,20.9,21.119,,,,,,,
156,ESO443-069,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.061,20.075,0.215,-3.05,17.31,,
157,ESO443-079,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.285,0.292,-3.85,14.44,23.077,,,,,,,
158,ESO443-080,_dbar,2,3,D,expdisk,,,,,,,,,,,,0.849,14.387,0.709,-27.2,16.35,22.45,,,,,,,
158,ESO443-080,_dbar,2,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.151,22.054,0.804,-41.93,15.63,,
159,ESO443-085,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.972,13.95,0.53,56.76,17.03,22.102,,,,,,,
159,ESO443-085,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.028,22.0,0.088,44.67,22.5,,
160,ESO444-033,_bdbar,3,5,B,sersic,0.086,17.291,0.486,79.66,5.89,0.618,,,,,,,,,,,,,,,,,,
160,ESO444-033,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.795,14.867,0.276,85.21,16.4,22.937,,,,,,,
160,ESO444-033,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.12,22.821,0.171,81.73,35.69,,
161,ESO444-037,_dn,2,4,D,expdisk,,,,,,,,,,,,0.986,15.28,0.484,-57.46,16.25,23.33,,,,,,,
161,ESO444-037,_dn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.014,19.918
162,ESO444-078,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.803,0.521,29.25,22.87,23.595,,,,,,,
163,ESO445-089,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.931,12.583,0.836,-62.54,22.14,21.304,,,,,,,
163,ESO445-089,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.067,20.782,0.456,-45.41,16.84,,
163,ESO445-089,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,18.9
164,ESO462-031,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.7,14.049,0.412,5.61,9.82,21.004,,,,,,,
164,ESO462-031,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.3,18.445,0.212,-9.4,10.5,,
165,ESO466-014,_z,1,4,Z,edgedisk,,,,,,,1.0,18.819,49.12,8.41,1.7,,,,,,,,,,,,,
166,ESO466-036,_b,1,5,B,sersic,1.0,13.413,0.499,120.93,12.32,3.686,,,,,,,,,,,,,,,,,,
167,ESO467-051,_zz,2,4,Z,edgedisk,,,,,,,0.634,22.928,-81.11,29.63,8.05,,,,,,,,,,,,,
167,ESO467-051,_zz,2,4,Z,edgedisk,,,,,,,0.366,21.836,-61.52,24.42,2.69,,,,,,,,,,,,,
168,ESO469-008,_dd,2,5,D,sersic,0.027,19.362,0.766,127.9,6.14,0.493,,,,,,,,,,,,,,,,,,
168,ESO469-008,_dd,2,5,D,expdisk,,,,,,,,,,,,0.973,15.442,0.322,49.24,21.97,24.146,,,,,,,
169,ESO469-015,_zz,2,4,Z,edgedisk,,,,,,,0.306,20.966,-32.88,8.77,5.32,,,,,,,,,,,,,
169,ESO469-015,_zz,2,4,Z,edgedisk,,,,,,,0.694,18.035,-23.39,7.9,1.2,,,,,,,,,,,,,
170,ESO471-006,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.796,0.316,46.22,35.97,23.571,,,,,,,
171,ESO476-010,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.128,0.29,25.32,16.36,23.192,,,,,,,
172,ESO477-016,_zn,2,4,Z,edgedisk,,,,,,,0.962,18.986,-25.67,6.68,2.13,,,,,,,,,,,,,
172,ESO477-016,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.038,17.606
173,ESO479-004,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.972,12.516,0.544,56.08,19.79,20.994,,,,,,,
173,ESO479-004,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.028,20.598,0.327,33.18,12.0,,
174,ESO479-025,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.544,0.262,51.6,10.72,20.691,,,,,,,
176,ESO480-025,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.804,0.584,-83.1,19.38,23.237,,,,,,,
177,ESO481-014,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.878,14.181,0.222,-14.86,37.32,24.036,,,,,,,
177,ESO481-014,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.122,23.893,0.408,-14.08,49.64,,
178,ESO481-018,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.94,12.982,0.35,42.6,23.08,21.794,,,,,,,
178,ESO481-018,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.055,21.698,0.243,47.1,26.65,,
178,ESO481-018,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.004,18.842
179,ESO481-030,_zn,2,4,Z,edgedisk,,,,,,,0.98,22.004,49.73,13.25,4.01,,,,,,,,,,,,,
179,ESO481-030,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.02,19.926
180,ESO482-005,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.778,15.32,0.205,79.85,23.61,24.182,,,,,,,
180,ESO482-005,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.222,22.368,0.383,84.41,21.36,,
181,ESO482-011,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.187,0.345,61.55,11.7,21.523,,,,,,,
182,ESO482-013,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.96,0.456,52.86,7.11,21.216,,,,,,,
183,ESO482-035,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.935,12.834,0.634,0.74,19.06,21.231,,,,,,,
183,ESO482-035,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.065,20.638,0.271,31.87,18.0,,
184,ESO482-046,_z,1,4,Z,edgedisk,,,,,,,1.0,20.421,69.8,23.67,5.74,,,,,,,,,,,,,
185,ESO483-008,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.96,16.262,0.426,46.02,9.24,23.086,,,,,,,
185,ESO483-008,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.04,24.638,0.547,10.32,12.75,,
186,ESO483-013,_b,1,5,B,sersic,1.0,13.264,0.681,132.2,27.54,2.432,,,,,,,,,,,,,,,,,,
187,ESO485-021,_dnbar,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,19.569
187,ESO485-021,_dnbar,3,5,D,expdisk,,,,,,,,,,,,0.932,13.155,0.984,-55.17,33.64,22.784,,,,,,,
187,ESO485-021,_dnbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.065,22.659,0.297,-68.88,36.65,,
188,ESO486-003,_dd,2,5,D,sersic,0.226,16.867,0.614,50.82,13.94,0.995,,,,,,,,,,,,,,,,,,
188,ESO486-003,_dd,2,5,D,expdisk,,,,,,,,,,,,0.773,15.464,0.421,36.78,24.56,24.41,,,,,,,
189,ESO486-021,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.344,0.762,-72.76,8.27,20.928,,,,,,,
190,ESO501-079,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.674,0.806,43.97,22.26,22.408,,,,,,,
191,ESO501-080,_bz,2,4,B,sersic,0.825,13.742,0.306,105.61,45.79,1.429,,,,,,,,,,,,,,,,,,
191,ESO501-080,_bz,2,4,Z,edgedisk,,,,,,,0.175,21.632,-74.51,15.1,3.19,,,,,,,,,,,,,
192,ESO502-016,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.983,14.135,0.343,79.52,18.21,22.431,,,,,,,
192,ESO502-016,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.017,22.881,0.348,50.6,12.0,,
193,ESO502-020,_dd,2,5,D,expdisk,,,,,,,,,,,,0.042,17.204,0.84,57.48,1.98,20.682,,,,,,,
193,ESO502-020,_dd,2,5,D,expdisk,,,,,,,,,,,,0.958,13.791,0.84,57.48,12.3,21.236,,,,,,,
194,ESO502-023,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.541,0.464,71.15,12.78,23.068,,,,,,,
195,ESO503-022,_dd,2,5,D,sersic,0.316,15.372,0.298,125.05,22.91,0.492,,,,,,,,,,,,,,,,,,
195,ESO503-022,_dd,2,5,D,expdisk,,,,,,,,,,,,0.684,14.532,0.52,-61.75,15.09,22.421,,,,,,,
196,ESO504-010,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.95,15.874,0.383,15.4,11.9,23.247,,,,,,,
196,ESO504-010,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.038,23.031,0.282,57.27,9.75,,
196,ESO504-010,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.012,20.657
197,ESO504-024,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.132,0.763,-25.65,12.04,22.531,,,,,,,
198,ESO504-028,_dn,2,5,D,expdisk,,,,,,,,,,,,0.998,13.374,0.857,68.22,15.85,21.37,,,,,,,
198,ESO504-028,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.002,20.209
199,ESO505-002,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.914,0.74,75.84,18.47,22.242,,,,,,,
200,ESO505-003,_dz,2,4,Z,sersic,0.745,13.591,0.146,131.26,59.66,0.464,,,,,,,,,,,,,,,,,,
200,ESO505-003,_dz,2,4,Z,edgedisk,,,,,,,0.255,19.87,-49.81,9.52,1.86,,,,,,,,,,,,,
201,ESO505-008,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.468,0.341,11.98,9.78,21.416,,,,,,,
202,ESO505-009,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.415,0.367,78.21,17.51,22.627,,,,,,,
203,ESO505-013,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.924,12.815,0.646,37.43,41.57,22.905,,,,,,,
203,ESO505-013,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.073,22.504,0.344,-21.06,38.22,,
203,ESO505-013,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,19.019
204,ESO505-023,_zbar,2,4,Z,edgedisk,,,,,,,0.948,22.695,42.18,16.84,7.68,,,,,,,,,,,,,
204,ESO505-023,_zbar,2,4,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.052,22.25,0.99,23.22,5.34,,
205,ESO506-018,_z,1,5,Z,edgedisk,,,,,,,1.0,21.145,10.33,7.96,1.6,,,,,,,,,,,,,
206,ESO506-029,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.965,13.886,0.638,18.09,27.51,23.079,,,,,,,
206,ESO506-029,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.035,22.154,0.408,-35.31,12.66,,
207,ESO506-033,_zzn,3,5,Z,edgedisk,,,,,,,0.557,15.915,-2.35,3.27,1.2,,,,,,,,,,,,,
207,ESO506-033,_zzn,3,5,Z,edgedisk,,,,,,,0.374,19.964,-1.76,15.74,9.32,,,,,,,,,,,,,
207,ESO506-033,_zzn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.068,14.716
208,ESO507-065,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.464,0.431,16.01,14.26,23.23,,,,,,,
209,ESO508-007,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.956,14.738,0.525,77.89,17.58,22.957,,,,,,,
209,ESO508-007,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.044,22.254,0.29,-79.78,12.24,,
210,ESO508-011,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.219,0.164,-85.2,26.36,22.319,,,,,,,
211,ESO508-015,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.449,0.664,-68.57,19.25,22.867,,,,,,,
212,ESO508-019,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.959,13.616,0.411,39.07,16.32,21.676,,,,,,,
212,ESO508-019,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.041,21.009,0.204,66.17,13.5,,
213,ESO508-024,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.951,12.638,0.853,81.58,23.19,21.46,,,,,,,
213,ESO508-024,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.049,19.418,0.419,58.23,7.76,,
214,ESO508-030,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.179,0.219,-44.37,30.82,24.619,,,,,,,
215,ESO508-034,_dd,2,5,D,sersic,0.12,16.734,0.725,32.33,6.25,0.576,,,,,,,,,,,,,,,,,,
215,ESO508-034,_dd,2,5,D,expdisk,,,,,,,,,,,,0.88,14.562,0.458,-46.34,13.45,22.2,,,,,,,
216,ESO508-051,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.24,0.482,54.84,16.57,22.331,,,,,,,
217,ESO509-026,_bdbar,3,4,B,sersic,0.232,15.55,0.9,163.57,0.45,14.392,,,,,,,,,,,,,,,,,,
217,ESO509-026,_bdbar,3,4,D,expdisk,,,,,,,,,,,,0.446,14.972,0.902,-88.1,8.46,21.603,,,,,,,
217,ESO509-026,_bdbar,3,4,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.322,20.009,0.317,1.9,14.76,,
218,ESO509-074,_bz,2,5,B,sersic,0.295,13.289,0.174,137.32,15.38,6.075,,,,,,,,,,,,,,,,,,
218,ESO509-074,_bz,2,5,Z,edgedisk,,,,,,,0.705,19.282,-41.67,15.63,5.9,,,,,,,,,,,,,
219,ESO510-026,_d,1,4,D,expdisk,,,,,,,,,,,,1.0,14.596,0.865,-41.15,19.19,23.007,,,,,,,
220,ESO510-058,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.956,12.829,0.666,-3.8,10.8,19.991,,,,,,,
220,ESO510-058,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.044,18.997,0.477,40.26,5.16,,
221,ESO510-059,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.898,13.224,0.629,80.86,27.76,22.436,,,,,,,
221,ESO510-059,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.102,20.312,0.184,-63.46,19.97,,
222,ESO532-014,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.967,0.437,-74.69,11.94,22.347,,,,,,,
223,ESO532-022,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.959,14.152,0.671,-43.84,17.99,22.423,,,,,,,
223,ESO532-022,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.041,22.033,0.35,27.68,12.75,,
224,ESO532-032,_z,1,4,Z,edgedisk,,,,,,,1.0,22.823,72.06,16.39,4.03,,,,,,,,,,,,,
225,ESO533-004,_zz,2,4,Z,edgedisk,,,,,,,0.646,18.309,-29.48,14.67,1.62,,,,,,,,,,,,,
225,ESO533-004,_zz,2,4,Z,edgedisk,,,,,,,0.354,20.735,-22.32,25.82,6.28,,,,,,,,,,,,,
226,ESO533-028,_dd,2,5,D,expdisk,,,,,,,,,,,,0.968,13.136,0.525,-66.25,7.72,19.571,,,,,,,
226,ESO533-028,_dd,2,5,D,expdisk,,,,,,,,,,,,0.032,16.848,0.525,-66.25,0.79,18.333,,,,,,,
227,ESO536-003,_zn,2,5,Z,edgedisk,,,,,,,0.953,19.949,52.02,6.68,1.55,,,,,,,,,,,,,
227,ESO536-003,_zn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.047,18.681
229,ESO540-016,_z,1,4,Z,edgedisk,,,,,,,1.0,21.007,76.81,18.34,4.3,,,,,,,,,,,,,
231,ESO541-004,_bd,2,5,B,sersic,0.021,16.408,0.475,25.7,3.64,0.741,,,,,,,,,,,,,,,,,,
231,ESO541-004,_bd,2,5,D,expdisk,,,,,,,,,,,,0.979,12.207,0.463,24.33,26.21,21.295,,,,,,,
232,ESO541-005,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.774,15.348,0.476,85.83,19.57,23.801,,,,,,,
232,ESO541-005,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.226,22.607,0.414,47.38,22.16,,
233,ESO544-027,_z,1,4,Z,edgedisk,,,,,,,1.0,18.437,-26.45,8.33,1.62,,,,,,,,,,,,,
234,ESO544-030,_dd,2,5,D,sersic,0.326,14.176,0.935,138.15,24.94,0.436,,,,,,,,,,,,,,,,,,
234,ESO544-030,_dd,2,5,D,expdisk,,,,,,,,,,,,0.674,13.38,0.572,-77.09,23.03,22.187,,,,,,,
235,ESO545-002,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.448,0.437,56.42,20.44,22.997,,,,,,,
236,ESO545-003,_bz,2,4,B,sersic,0.678,15.566,0.218,118.59,25.67,0.697,,,,,,,,,,,,,,,,,,
236,ESO545-003,_bz,2,4,Z,edgedisk,,,,,,,0.322,20.815,-63.78,6.98,1.36,,,,,,,,,,,,,
237,ESO545-005,_d,1,3,D,expdisk,,,,,,,,,,,,1.0,13.2,0.322,56.28,9.35,20.049,,,,,,,
238,ESO545-016,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.399,0.776,36.17,19.57,22.852,,,,,,,
239,ESO546-034,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.777,0.45,-70.9,16.05,23.8,,,,,,,
240,ESO547-005,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.874,0.74,49.81,14.02,22.603,,,,,,,
241,ESO547-012,_z,1,4,Z,edgedisk,,,,,,,1.0,22.278,-69.43,9.05,2.64,,,,,,,,,,,,,
242,ESO547-020,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.873,0.764,62.85,17.45,23.077,,,,,,,
243,ESO548-005,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.87,0.851,45.28,16.62,21.969,,,,,,,
244,ESO548-009,_z,1,4,Z,edgedisk,,,,,,,1.0,22.615,-61.78,10.04,2.7,,,,,,,,,,,,,
245,ESO548-016,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.867,14.944,0.43,-45.5,10.64,22.074,,,,,,,
245,ESO548-016,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.133,21.997,0.37,-74.64,15.94,,
246,ESO548-021,_bz,2,4,B,sersic,0.873,14.216,0.181,68.04,49.19,0.814,,,,,,,,,,,,,,,,,,
246,ESO548-021,_bz,2,4,Z,edgedisk,,,,,,,0.127,21.969,66.8,13.48,2.16,,,,,,,,,,,,,
247,ESO548-023,_bd,2,5,B,sersic,0.62,14.811,0.457,21.18,8.14,2.68,,,,,,,,,,,,,,,,,,
247,ESO548-023,_bd,2,5,D,expdisk,,,,,,,,,,,,0.38,15.337,0.521,23.76,12.95,22.894,,,,,,,
248,ESO548-025,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.148,21.465,0.415,-12.77,45.28,,
248,ESO548-025,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.852,14.281,0.527,86.39,17.84,22.534,,,,,,,
249,ESO548-032,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.982,14.82,0.477,-47.0,21.84,23.512,,,,,,,
