galaxy,split,coarse_formula_family,dominant_intake_family,weight_intake_status,n_points,rmse_l2_weight_intake,rmse_single_matched_family,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_mixture_proxy,intake_minus_old_l2_proxy,intake_minus_single_matched,intake_minus_tpg_v6,intake_minus_mond,intake_beats_old_l2_proxy,intake_beats_single_matched,intake_beats_tpg_v6,intake_beats_mond,dominant_intake_matches_coarse_family
UGC08286,train,K_exponential_disk,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,17,13.720139144114567,17.334386288712363,14.190503497341913,11.134978355570606,l2_weight_intake_endpoint_preflight_not_validation,12.65618631726025,1.063952826854317,-3.6142471445977957,-0.47036435322734604,2.585160788543961,False,True,True,False,False
UGC08490,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,30,12.38905897834557,10.242739593575449,12.750079284525583,8.782045083335015,l2_weight_intake_endpoint_preflight_not_validation,8.897489710173426,3.491569268172144,2.1463193847701216,-0.3610203061800128,3.607013895010555,False,False,True,False,False
UGC08550,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,11,5.516036130117249,3.021578182399214,6.06335307483473,3.445739243845035,l2_weight_intake_endpoint_preflight_not_validation,3.304841151409172,2.211194978708077,2.4944579477180353,-0.5473169447174806,2.070296886272214,False,False,True,False,False
UGC08837,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,11.11024458157365,15.524572119525873,11.823039060545453,14.631810600470736,l2_weight_intake_endpoint_preflight_not_validation,23.577589415450294,-12.467344833876645,-4.414327537952223,-0.7127944789718033,-3.5215660188970865,True,True,True,True,False
UGC09037,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,22,35.949333454542575,31.40417997527423,35.08096095482696,38.28976483562106,l2_weight_intake_endpoint_preflight_not_validation,32.739255123654445,3.2100783308881304,4.545153479268347,0.8683724997156119,-2.3404313810784814,False,False,False,True,False
UGC09133,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,68,17.508027314218538,17.666260136312292,17.439689160530865,21.296066784163067,l2_weight_intake_endpoint_preflight_not_validation,17.588485301122592,-0.08045798690405448,-0.15823282209375478,0.06833815368767304,-3.788039469944529,True,True,False,True,False
UGC09992,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,5,11.978897972743242,15.979683756952904,12.419100947372682,15.349374013313273,l2_weight_intake_endpoint_preflight_not_validation,23.70601793926453,-11.727119966521288,-4.000785784209661,-0.4402029746294396,-3.370476040570031,True,True,True,True,False
UGC10310,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,5.996785205851747,6.963612099942949,6.026738625872166,8.025462221912084,l2_weight_intake_endpoint_preflight_not_validation,8.403816949683652,-2.4070317438319044,-0.9668268940912021,-0.029953420020418342,-2.028677016060337,True,True,True,True,False
UGC11455,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,36,14.533914128481841,13.679951585765375,14.4032869987777,16.72257736917739,l2_weight_intake_endpoint_preflight_not_validation,13.933073746020003,0.600840382461838,0.8539625427164665,0.13062712970414125,-2.188663240695549,False,False,False,True,False
UGC11557,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,12,34.67928261004577,31.049551860169803,32.96981266846553,34.503675638220066,l2_weight_intake_endpoint_preflight_not_validation,34.879227174417686,-0.19994456437191843,3.6297307498759643,1.7094699415802381,0.17560697182570095,True,False,False,False,False
UGC11820,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,5.639225532039028,6.284989425516106,5.218621983502207,9.228226219817985,l2_weight_intake_endpoint_preflight_not_validation,6.845519530859118,-1.2062939988200903,-0.6457638934770786,0.42060354853682025,-3.5890006877789578,True,True,False,True,True
UGC12632,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,15,5.8500062267676,5.766415468238759,6.032106398984771,7.673706532829834,l2_weight_intake_endpoint_preflight_not_validation,6.044349382047266,-0.1943431552796664,0.08359075852884068,-0.18210017221717134,-1.8237003060622339,True,False,True,True,True
UGC12732,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,16,9.14130504891053,6.263565949137006,7.718129754895397,6.818578331328152,l2_weight_intake_endpoint_preflight_not_validation,5.991600040073584,3.1497050088369463,2.8777390997735237,1.4231752940151328,2.322726717582378,False,False,False,False,False
UGCA281,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,4.114038111550263,7.687221881833537,1.9407170239409501,2.958109044402935,l2_weight_intake_endpoint_preflight_not_validation,39.90266274385879,-35.788624632308526,-3.573183770283274,2.173321087609313,1.1559290671473281,True,True,False,False,False
UGCA442,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,4.967912018687803,4.318569912820944,5.207292467615204,3.4784865920272874,l2_weight_intake_endpoint_preflight_not_validation,6.1584234618891935,-1.1905114432013901,0.6493421058668591,-0.23938044892740074,1.489425426660516,True,False,True,False,False
