channel,s4g_name,normalized_name,asymmetry,asymmetry_error
3.6um,UGC07774,UGC7774,0.45,0.13
3.6um,UGC07780,UGC7780,0.16,0.02
3.6um,UGC07795,UGC7795,0.11,0.04
3.6um,UGC07802,UGC7802,0.14,0.02
3.6um,UGC07824,UGC7824,0.2,0.01
3.6um,UGC07844,UGC7844,0.51,0.15
3.6um,UGC07848,UGC7848,0.33,0.07
3.6um,UGC07906,UGC7906,0.21,0.04
3.6um,UGC07908,UGC7908,0.42,0.07
3.6um,UGC07911,UGC7911,0.34,0.01
3.6um,UGC07941,UGC7941,0.7,0.05
3.6um,UGC07943,UGC7943,0.14,0.01
3.6um,UGC07949,UGC7949,0.88,0.01
3.6um,UGC07950,UGC7950,0.49,0.01
3.6um,UGC07982,UGC7982,0.5,0.01
3.6um,UGC07991,UGC7991,0.21,0.03
3.6um,UGC08040,UGC8040,0.35,0.09
3.6um,UGC08041,UGC8041,0.42,0.0
3.6um,UGC08042,UGC8042,0.21,0.04
3.6um,UGC08048,UGC8048,0.16,0.02
3.6um,UGC08052,UGC8052,0.16,0.2
3.6um,UGC08053,UGC8053,0.14,0.03
3.6um,UGC08056,UGC8056,0.18,0.04
3.6um,UGC08067,UGC8067,0.18,0.08
3.6um,UGC08084,UGC8084,0.18,0.04
3.6um,UGC08085,UGC8085,0.28,0.02
3.6um,UGC08127,UGC8127,0.15,0.01
3.6um,UGC08146,UGC8146,0.62,0.02
3.6um,UGC08153,UGC8153,0.17,0.01
3.6um,UGC08155,UGC8155,0.17,0.03
3.6um,UGC08166,UGC8166,0.18,0.02
3.6um,UGC08181,UGC8181,0.16,0.03
3.6um,UGC08201,UGC8201,0.9,0.0
3.6um,UGC08246,UGC8246,0.4,0.02
3.6um,UGC08282,UGC8282,0.58,0.05
3.6um,UGC08303,UGC8303,0.18,0.02
3.6um,UGC08313,UGC8313,0.52,0.03
3.6um,UGC08320,UGC8320,0.96,0.0
3.6um,UGC08331,UGC8331,0.97,0.01
3.6um,UGC08365,UGC8365,0.19,0.03
3.6um,UGC08385,UGC8385,0.16,0.01
3.6um,UGC08441,UGC8441,0.74,0.04
3.6um,UGC08449,UGC8449,0.16,0.03
3.6um,UGC08489,UGC8489,0.4,0.03
3.6um,UGC08507,UGC8507,0.11,0.03
3.6um,UGC08508,UGC8508,0.49,0.04
3.6um,UGC08516,UGC8516,0.17,0.06
3.6um,UGC08575,UGC8575,0.26,0.01
3.6um,UGC08588,UGC8588,0.35,0.02
3.6um,UGC08597,UGC8597,0.4,0.02
3.6um,UGC08614,UGC8614,0.55,0.02
3.6um,UGC08629,UGC8629,0.28,0.02
3.6um,UGC08630,UGC8630,0.32,0.02
3.6um,UGC08639,UGC8639,0.48,0.06
3.6um,UGC08642,UGC8642,0.67,0.07
3.6um,UGC08651,UGC8651,0.66,0.01
3.6um,UGC08658,UGC8658,0.48,0.04
3.6um,UGC00866,UGC866,0.12,0.03
3.6um,UGC08662,UGC8662,0.63,0.03
3.6um,UGC08684,UGC8684,0.16,0.1
3.6um,UGC08688,UGC8688,0.46,0.05
3.6um,UGC08693,UGC8693,0.18,0.03
3.6um,UGC08726,UGC8726,0.52,0.15
3.6um,UGC08733,UGC8733,0.53,0.05
3.6um,UGC08737,UGC8737,0.22,0.2
3.6um,UGC08756,UGC8756,0.13,0.21
3.6um,UGC08760,UGC8760,0.43,0.01
3.6um,UGC08795,UGC8795,0.48,0.11
3.6um,UGC00882,UGC882,0.15,0.01
3.6um,UGC08837,UGC8837,0.69,0.01
3.6um,UGC08839,UGC8839,0.57,0.01
3.6um,UGC08851,UGC8851,0.71,0.04
3.6um,UGC08877,UGC8877,0.38,0.02
3.6um,UGC08892,UGC8892,0.76,0.06
3.6um,UGC08899,UGC8899,0.27,0.02
3.6um,UGC08909,UGC8909,0.18,0.11
3.6um,UGC00891,UGC891,0.41,0.01
3.6um,UGC08988,UGC8988,0.52,0.05
3.6um,UGC08995,UGC8995,0.17,0.01
3.6um,UGC00903,UGC903,0.13,0.07
3.6um,UGC09056,UGC9056,0.37,0.14
3.6um,UGC09057,UGC9057,0.2,0.02
3.6um,UGC09071,UGC9071,0.36,0.11
3.6um,UGC09126,UGC9126,0.72,0.02
3.6um,UGC09128,UGC9128,0.46,0.02
3.6um,UGC09169,UGC9169,0.28,0.0
3.6um,UGC09206,UGC9206,0.35,0.05
3.6um,UGC09215,UGC9215,0.22,0.01
3.6um,UGC09240,UGC9240,0.44,0.03
3.6um,UGC09242,UGC9242,0.49,0.01
3.6um,UGC09245,UGC9245,0.46,0.05
3.6um,UGC09249,UGC9249,0.42,0.02
3.6um,UGC09274,UGC9274,0.42,0.02
3.6um,UGC09282,UGC9282,0.43,0.01
3.6um,UGC09291,UGC9291,0.23,0.11
3.6um,UGC09299,UGC9299,0.28,0.01
3.6um,UGC09310,UGC9310,0.22,0.01
3.6um,UGC09345,UGC9345,0.28,0.03
3.6um,UGC09356,UGC9356,0.6,0.04
3.6um,UGC09364,UGC9364,0.27,0.02
3.6um,UGC09380,UGC9380,0.46,0.01
3.6um,UGC09389,UGC9389,0.55,0.05
3.6um,UGC09392,UGC9392,0.39,0.02
3.6um,UGC09394,UGC9394,0.43,0.02
3.6um,UGC00941,UGC941,0.13,0.03
3.6um,UGC09448,UGC9448,0.32,0.31
3.6um,UGC09469,UGC9469,0.2,0.02
3.6um,UGC09470,UGC9470,0.16,0.02
3.6um,UGC09482,UGC9482,0.15,0.03
3.6um,UGC09569,UGC9569,0.36,0.1
3.6um,UGC00958,UGC958,0.13,0.02
3.6um,UGC09601,UGC9601,0.27,0.03
3.6um,UGC00964,UGC964,0.12,0.02
3.6um,UGC09661,UGC9661,0.12,0.04
3.6um,UGC09663,UGC9663,0.51,0.08
3.6um,UGC09665,UGC9665,0.41,0.17
3.6um,UGC09682,UGC9682,0.23,0.01
3.6um,UGC09703,UGC9703,0.17,0.23
3.6um,UGC09730,UGC9730,0.34,0.14
3.6um,UGC09746,UGC9746,0.14,0.03
3.6um,UGC09751,UGC9751,0.15,0.02
3.6um,UGC09760,UGC9760,0.48,0.01
3.6um,UGC09815,UGC9815,0.58,0.06
3.6um,UGC09816,UGC9816,0.55,0.09
3.6um,UGC09837,UGC9837,0.31,0.1
3.6um,UGC09845,UGC9845,0.69,0.07
3.6um,UGC09856,UGC9856,0.49,0.16
3.6um,UGC09858,UGC9858,0.49,0.03
3.6um,UGC09875,UGC9875,0.15,0.03
3.6um,UGC00099,UGC99,0.24,0.01
3.6um,UGC09936,UGC9936,0.51,0.11
3.6um,UGC09951,UGC9951,0.16,0.02
3.6um,UGC09977,UGC9977,0.46,0.02
3.6um,UGC09979,UGC9979,0.39,0.02
3.6um,UGC09991,UGC9991,0.4,0.11
3.6um,UGC09992,UGC9992,0.48,0.07
4.5um,ESO107-016,ESO10701G6,0.2,0.01
4.5um,ESO011-005,ESO1100G5,0.31,0.15
4.5um,ESO114-007,ESO11400G7,0.44,0.12
4.5um,ESO115-021,ESO11502G1,1.0,0.0
4.5um,ESO116-012,ESO11601G2,0.71,0.01
4.5um,ESO119-016,ESO11901G6,0.31,0.01
4.5um,ESO120-012,ESO12001G2,0.22,0.01
4.5um,ESO120-021,ESO12002G1,0.29,0.04
4.5um,ESO012-010,ESO1201G0,0.37,0.14
4.5um,ESO012-014,ESO1201G4,0.79,0.04
4.5um,ESO013-016,ESO1301G6,0.3,0.09
4.5um,ESO145-025,ESO14502G5,0.32,0.01
4.5um,ESO146-014,ESO14601G4,0.38,0.01
4.5um,ESO149-001,ESO14900G1,0.39,0.01
4.5um,ESO149-003,ESO14900G3,0.58,0.15
4.5um,ESO150-005,ESO15000G5,0.81,0.03
4.5um,ESO015-001,ESO1500G1,0.33,0.22
4.5um,ESO154-023,ESO15402G3,0.97,0.0
4.5um,ESO157-049,ESO15704G9,0.37,0.12
4.5um,ESO159-025,ESO15902G5,0.24,0.03
4.5um,ESO187-035,ESO18703G5,0.16,0.01
4.5um,ESO187-051,ESO18705G1,0.15,0.02
4.5um,ESO202-035,ESO20203G5,0.55,0.02
4.5um,ESO202-041,ESO20204G1,0.27,0.03
4.5um,ESO234-043,ESO23404G3,0.24,0.01
4.5um,ESO234-049,ESO23404G9,0.28,0.01
4.5um,ESO236-039,ESO23603G9,0.23,0.03
4.5um,ESO237-049,ESO23704G9,0.2,0.02
4.5um,ESO237-052,ESO23705G2,0.22,0.25
4.5um,ESO238-018,ESO23801G8,0.15,0.02
4.5um,ESO240-004,ESO24000G4,0.29,0.02
4.5um,ESO240-011,ESO24001G1,0.53,0.07
4.5um,ESO245-005,ESO24500G5,1.0,0.0
4.5um,ESO245-007,ESO24500G7,0.98,0.0
4.5um,ESO248-002,ESO24800G2,0.37,0.02
4.5um,ESO249-008,ESO24900G8,0.26,0.02
4.5um,ESO249-026,ESO24902G6,0.41,0.03
4.5um,ESO249-027,ESO24902G7,0.45,0.01
4.5um,ESO249-035,ESO24903G5,0.21,0.02
4.5um,ESO249-036,ESO24903G6,0.7,0.02
4.5um,ESO026-001,ESO2600G1,0.51,0.05
4.5um,ESO027-001,ESO2700G1,0.97,0.02
4.5um,ESO027-008,ESO2700G8,1.0,0.0
4.5um,ESO285-048,ESO28504G8,0.23,0.03
4.5um,ESO286-044,ESO28604G4,0.19,0.04
4.5um,ESO287-009,ESO28700G9,0.24,0.03
4.5um,ESO287-037,ESO28703G7,0.14,0.02
4.5um,ESO287-043,ESO28704G3,0.24,0.03
4.5um,ESO288-013,ESO28801G3,0.11,0.06
4.5um,ESO289-010,ESO28901G0,0.19,0.02
4.5um,ESO289-026,ESO28902G6,0.67,0.07
4.5um,ESO289-048,ESO28904G8,0.2,0.01
4.5um,ESO291-024,ESO29102G4,0.64,0.03
4.5um,ESO292-014,ESO29201G4,0.58,0.05
4.5um,ESO293-034,ESO29303G4,0.89,0.04
4.5um,ESO293-045,ESO29304G5,0.68,0.04
4.5um,ESO298-015,ESO29801G5,0.57,0.03
4.5um,ESO298-023,ESO29802G3,0.51,0.06
4.5um,ESO300-014,ESO30001G4,0.54,0.02
4.5um,ESO302-009,ESO30200G9,0.23,0.02
4.5um,ESO302-014,ESO30201G4,0.15,0.02
4.5um,ESO302-021,ESO30202G1,0.13,0.02
4.5um,ESO305-009,ESO30500G9,0.48,0.02
4.5um,ESO305-017,ESO30501G7,0.17,0.02
4.5um,ESO340-008,ESO34000G8,0.67,0.08
4.5um,ESO340-009,ESO34000G9,0.99,0.0
4.5um,ESO340-017,ESO34001G7,0.34,0.02
4.5um,ESO340-042,ESO34004G2,0.23,0.02
4.5um,ESO341-032,ESO34103G2,0.19,0.02
4.5um,ESO342-013,ESO34201G3,0.19,0.02
4.5um,ESO342-050,ESO34205G0,0.13,0.03
4.5um,ESO345-046,ESO34504G6,0.59,0.02
4.5um,ESO346-001,ESO34600G1,0.54,0.05
4.5um,ESO346-014,ESO34601G4,0.27,0.01
4.5um,ESO347-008,ESO34700G8,0.54,0.01
4.5um,ESO347-017,ESO34701G7,0.18,0.02
4.5um,ESO347-029,ESO34702G9,0.31,0.02
4.5um,ESO355-026,ESO35502G6,0.37,0.03
4.5um,ESO356-018,ESO35601G8,0.22,0.01
4.5um,ESO357-007,ESO35700G7,0.16,0.02
4.5um,ESO357-012,ESO35701G2,0.13,0.01
4.5um,ESO357-025,ESO35702G5,0.2,0.02
4.5um,ESO358-005,ESO35800G5,0.18,0.02
4.5um,ESO358-015,ESO35801G5,0.28,0.03
4.5um,ESO358-020,ESO35802G0,0.12,0.02
4.5um,ESO358-025,ESO35802G5,0.22,0.02
4.5um,ESO358-051,ESO35805G1,0.16,0.02
4.5um,ESO358-054,ESO35805G4,0.17,0.01
4.5um,ESO358-060,ESO35806G0,0.65,0.01
4.5um,ESO358-063,ESO35806G3,0.21,0.02
4.5um,ESO359-003,ESO35900G3,0.27,0.02
4.5um,ESO359-022,ESO35902G2,0.15,0.02
4.5um,ESO359-029,ESO35902G9,0.17,0.02
4.5um,ESO359-031,ESO35903G1,0.13,0.06
4.5um,ESO361-009,ESO36100G9,0.21,0.02
4.5um,ESO361-015,ESO36101G5,0.57,0.01
4.5um,ESO361-019,ESO36101G9,0.18,0.03
4.5um,ESO362-009,ESO36200G9,0.84,0.01
4.5um,ESO362-011,ESO36201G1,0.43,0.17
4.5um,ESO362-019,ESO36201G9,0.44,0.02
4.5um,ESO399-025,ESO39902G5,0.23,0.04
4.5um,ESO400-025,ESO40002G5,0.3,0.02
4.5um,ESO402-025,ESO40202G5,0.1,0.02
4.5um,ESO402-026,ESO40202G6,0.16,0.05
4.5um,ESO402-030,ESO40203G0,0.14,0.04
4.5um,ESO403-024,ESO40302G4,0.14,0.02
4.5um,ESO403-031,ESO40303G1,0.16,0.01
4.5um,ESO404-003,ESO40400G3,0.38,0.08
4.5um,ESO404-012,ESO40401G2,0.21,0.03
4.5um,ESO404-017,ESO40401G7,0.23,0.02
4.5um,ESO404-018,ESO40401G8,0.15,0.02
4.5um,ESO404-027,ESO40402G7,0.43,0.04
4.5um,ESO406-042,ESO40604G2,0.3,0.01
4.5um,ESO407-007,ESO40700G7,0.21,0.07
4.5um,ESO407-009,ESO40700G9,0.29,0.01
4.5um,ESO407-014,ESO40701G4,0.22,0.03
4.5um,ESO407-018,ESO40701G8,0.14,0.01
4.5um,ESO408-012,ESO40801G2,0.18,0.02
4.5um,ESO409-015,ESO40901G5,0.71,0.02
4.5um,ESO410-012,ESO41001G2,0.33,0.01
4.5um,ESO410-018,ESO41001G8,0.17,0.02
4.5um,ESO411-013,ESO41101G3,0.22,0.03
4.5um,ESO411-026,ESO41102G6,0.41,0.01
4.5um,ESO418-008,ESO41800G8,0.39,0.04
4.5um,ESO418-009,ESO41800G9,0.43,0.04
4.5um,ESO419-013,ESO41901G3,0.12,0.03
4.5um,ESO420-006,ESO42000G6,0.17,0.03
4.5um,ESO420-009,ESO42000G9,0.77,0.03
4.5um,ESO421-019,ESO42101G9,0.46,0.01
4.5um,ESO422-005,ESO42200G5,0.14,0.01
4.5um,ESO422-033,ESO42203G3,0.22,0.02
4.5um,ESO422-041,ESO42204G1,0.39,0.02
4.5um,ESO423-002,ESO42300G2,0.53,0.02
4.5um,ESO438-017,ESO43801G7,0.59,0.02
4.5um,ESO440-004,ESO44000G4,0.2,0.02
4.5um,ESO440-011,ESO44001G1,0.69,0.01
4.5um,ESO440-027,ESO44002G7,0.21,0.01
4.5um,ESO440-037,ESO44003G7,0.26,0.11
4.5um,ESO440-044,ESO44004G4,0.57,0.03
4.5um,ESO440-046,ESO44004G6,0.55,0.02
4.5um,ESO440-049,ESO44004G9,0.45,0.09
4.5um,ESO441-011,ESO44101G1,0.41,0.02
4.5um,ESO441-014,ESO44101G4,0.34,0.02
4.5um,ESO441-017,ESO44101G7,0.26,0.12
4.5um,ESO442-013,ESO44201G3,0.24,0.03
4.5um,ESO443-021,ESO44302G1,0.25,0.19
4.5um,ESO443-042,ESO44304G2,0.54,0.02
4.5um,ESO443-069,ESO44306G9,0.13,0.02
4.5um,ESO443-079,ESO44307G9,0.12,0.01
4.5um,ESO443-080,ESO44308G0,0.13,0.04
4.5um,ESO443-085,ESO44308G5,0.19,0.03
4.5um,ESO444-033,ESO44403G3,0.57,0.03
4.5um,ESO444-037,ESO44403G7,0.41,0.01
4.5um,ESO444-078,ESO44407G8,0.23,0.01
4.5um,ESO445-089,ESO44508G9,0.22,0.02
4.5um,ESO462-031,ESO46203G1,0.25,0.01
4.5um,ESO466-014,ESO46601G4,0.17,0.03
4.5um,ESO466-036,ESO46603G6,0.36,0.06
4.5um,ESO467-051,ESO46705G1,0.39,0.01
4.5um,ESO469-008,ESO46900G8,0.13,0.02
4.5um,ESO469-015,ESO46901G5,0.17,0.02
4.5um,ESO471-006,ESO47100G6,0.52,0.02
4.5um,ESO476-010,ESO47601G0,0.15,0.02
4.5um,ESO477-016,ESO47701G6,0.34,0.01
4.5um,ESO479-004,ESO47900G4,0.53,0.02
4.5um,ESO479-025,ESO47902G5,0.17,0.01
4.5um,ESO480-020,ESO48002G0,0.61,0.02
4.5um,ESO480-025,ESO48002G5,0.12,0.02
4.5um,ESO048-017,ESO4801G7,0.39,0.01
4.5um,ESO481-014,ESO48101G4,0.88,0.02
4.5um,ESO481-018,ESO48101G8,0.44,0.02
4.5um,ESO481-030,ESO48103G0,0.1,0.01
4.5um,ESO482-005,ESO48200G5,0.27,0.01
4.5um,ESO482-011,ESO48201G1,0.17,0.03
4.5um,ESO482-013,ESO48201G3,0.19,0.04
4.5um,ESO482-035,ESO48203G5,0.25,0.03
4.5um,ESO482-046,ESO48204G6,0.41,0.01
4.5um,ESO483-008,ESO48300G8,0.11,0.04
4.5um,ESO483-013,ESO48301G3,0.14,0.01
4.5um,ESO485-021,ESO48502G1,0.28,0.03
4.5um,ESO486-003,ESO48600G3,0.22,0.02
4.5um,ESO486-021,ESO48602G1,0.31,0.03
4.5um,ESO501-079,ESO50107G9,0.65,0.1
4.5um,ESO501-080,ESO50108G0,0.44,0.03
4.5um,ESO502-016,ESO50201G6,0.21,0.03
4.5um,ESO502-020,ESO50202G0,0.19,0.18
4.5um,ESO502-023,ESO50202G3,1.0,0.06
4.5um,ESO503-022,ESO50302G2,0.27,0.02
4.5um,ESO504-010,ESO50401G0,0.61,0.1
4.5um,ESO504-024,ESO50402G4,0.66,0.07
4.5um,ESO504-028,ESO50402G8,0.12,0.03
4.5um,ESO505-002,ESO50500G2,0.48,0.01
4.5um,ESO505-003,ESO50500G3,0.49,0.12
4.5um,ESO505-008,ESO50500G8,0.65,0.04
4.5um,ESO505-009,ESO50500G9,0.62,0.02
4.5um,ESO505-013,ESO50501G3,0.29,0.01
4.5um,ESO505-023,ESO50502G3,0.18,0.02
4.5um,ESO506-018,ESO50601G8,0.12,0.03
4.5um,ESO506-029,ESO50602G9,0.6,0.03
4.5um,ESO506-033,ESO50603G3,0.16,0.03
4.5um,ESO507-065,ESO50706G5,0.16,0.02
4.5um,ESO508-007,ESO50800G7,0.17,0.01
4.5um,ESO508-011,ESO50801G1,0.46,0.01
4.5um,ESO508-015,ESO50801G5,0.39,0.01
4.5um,ESO508-019,ESO50801G9,0.19,0.02
4.5um,ESO508-024,ESO50802G4,0.16,0.01
4.5um,ESO508-030,ESO50803G0,0.21,0.02
4.5um,ESO508-034,ESO50803G4,0.17,0.02
4.5um,ESO508-051,ESO50805G1,0.19,0.01
4.5um,ESO509-026,ESO50902G6,0.4,0.03
4.5um,ESO509-074,ESO50907G4,0.61,0.01
4.5um,ESO510-026,ESO51002G6,0.17,0.02
4.5um,ESO510-058,ESO51005G8,0.29,0.04
4.5um,ESO510-059,ESO51005G9,0.25,0.03
4.5um,ESO532-014,ESO53201G4,0.29,0.01
4.5um,ESO532-022,ESO53202G2,0.21,0.03
4.5um,ESO532-032,ESO53203G2,0.13,0.02
4.5um,ESO533-004,ESO53300G4,0.17,0.03
4.5um,ESO533-028,ESO53302G8,0.13,0.04
4.5um,ESO536-003,ESO53600G3,0.13,0.02
4.5um,ESO539-007,ESO53900G7,0.19,0.02
4.5um,ESO540-016,ESO54001G6,0.23,0.02
4.5um,ESO540-031,ESO54003G1,0.24,0.02
4.5um,ESO054-021,ESO5402G1,0.44,0.04
4.5um,ESO541-004,ESO54100G4,0.5,0.02
4.5um,ESO541-005,ESO54100G5,0.14,0.02
4.5um,ESO544-027,ESO54402G7,0.13,0.04
4.5um,ESO544-030,ESO54403G0,0.21,0.01
4.5um,ESO545-002,ESO54500G2,0.13,0.03
4.5um,ESO545-003,ESO54500G3,0.18,0.02
4.5um,ESO545-005,ESO54500G5,0.33,0.03
4.5um,ESO545-016,ESO54501G6,0.14,0.02
4.5um,ESO546-034,ESO54603G4,0.17,0.03
4.5um,ESO547-005,ESO54700G5,0.32,0.04
4.5um,ESO547-012,ESO54701G2,0.19,0.03
4.5um,ESO547-020,ESO54702G0,0.1,0.03
4.5um,ESO548-005,ESO54800G5,0.15,0.03
4.5um,ESO548-009,ESO54800G9,0.11,0.04
4.5um,ESO548-016,ESO54801G6,0.54,0.01
4.5um,ESO548-021,ESO54802G1,0.14,0.02
4.5um,ESO548-023,ESO54802G3,0.09,0.02
4.5um,ESO548-025,ESO54802G5,0.14,0.03
4.5um,ESO548-032,ESO54803G2,0.17,0.02
4.5um,ESO548-063,ESO54806G3,0.11,0.01
4.5um,ESO548-082,ESO54808G2,0.15,0.05
4.5um,ESO549-002,ESO54900G2,0.18,0.02
4.5um,ESO549-018,ESO54901G8,0.43,0.03
4.5um,ESO549-035,ESO54903G5,0.13,0.03
4.5um,ESO550-005,ESO55000G5,0.18,0.01
4.5um,ESO550-024,ESO55002G4,0.7,0.03
4.5um,ESO551-016,ESO55101G6,0.24,0.01
4.5um,ESO551-031,ESO55103G1,0.22,0.01
4.5um,ESO553-017,ESO55301G7,0.16,0.03
4.5um,ESO567-048,ESO56704G8,0.16,0.01
4.5um,ESO569-014,ESO56901G4,1.0,0.0
4.5um,ESO570-019,ESO57001G9,0.54,0.05
4.5um,ESO572-012,ESO57201G2,0.6,0.14
4.5um,ESO572-018,ESO57201G8,0.18,0.03
4.5um,ESO572-022,ESO57202G2,0.15,0.02
4.5um,ESO572-024,ESO57202G4,0.44,0.2
4.5um,ESO572-030,ESO57203G0,0.61,0.07
4.5um,ESO572-034,ESO57203G4,0.23,0.03
4.5um,ESO572-049,ESO57204G9,0.82,0.04
4.5um,ESO573-003,ESO57300G3,0.15,0.03
4.5um,ESO575-061,ESO57506G1,0.29,0.02
4.5um,ESO576-001,ESO57600G1,0.1,0.02
4.5um,ESO576-003,ESO57600G3,0.13,0.01
4.5um,ESO576-005,ESO57600G5,0.19,0.02
4.5um,ESO576-008,ESO57600G8,0.12,0.03
4.5um,ESO576-011,ESO57601G1,0.55,0.01
4.5um,ESO576-017,ESO57601G7,0.11,0.01
4.5um,ESO576-026,ESO57602G6,0.14,0.02
4.5um,ESO576-032,ESO57603G2,0.28,0.02
4.5um,ESO576-040,ESO57604G0,0.18,0.02
4.5um,ESO576-050,ESO57605G0,0.44,0.02
4.5um,ESO576-059,ESO57605G9,0.22,0.02
4.5um,ESO577-038,ESO57703G8,0.12,0.02
4.5um,ESO580-022,ESO58002G2,0.18,0.01
4.5um,ESO580-029,ESO58002G9,0.29,0.04
4.5um,ESO580-030,ESO58003G0,0.17,0.02
4.5um,ESO580-034,ESO58003G4,0.17,0.02
4.5um,ESO580-041,ESO58004G1,0.14,0.02
4.5um,ESO581-025,ESO58102G5,0.68,0.01
4.5um,ESO582-004,ESO58200G4,0.21,0.02
4.5um,ESO601-007,ESO60100G7,0.17,0.01
4.5um,ESO601-025,ESO60102G5,0.17,0.02
4.5um,ESO601-031,ESO60103G1,0.13,0.03
4.5um,ESO602-003,ESO60200G3,0.15,0.01
4.5um,ESO602-015,ESO60201G5,0.13,0.01
4.5um,ESO602-030,ESO60203G0,0.12,0.01
4.5um,ESO603-031,ESO60303G1,0.1,0.03
4.5um,ESO605-015,ESO60501G5,0.1,0.02
4.5um,ESO079-003,ESO7900G3,1.0,0.0
4.5um,ESO079-005,ESO7900G5,0.46,0.13
4.5um,ESO079-007,ESO7900G7,0.3,0.09
4.5um,ESO085-014,ESO8501G4,0.73,0.01
4.5um,ESO085-030,ESO8503G0,0.36,0.14
4.5um,ESO085-047,ESO8504G7,0.53,0.02
4.5um,IC0101,IC101,0.12,0.03
4.5um,IC1014,IC1014,0.47,0.04
4.5um,IC1024,IC1024,0.18,0.09
4.5um,IC1029,IC1029,0.98,0.01
4.5um,IC1048,IC1048,0.26,0.05
4.5um,IC1055,IC1055,0.16,0.04
4.5um,IC1066,IC1066,0.36,0.02
4.5um,IC1067,IC1067,0.28,0.03
4.5um,IC1125,IC1125,0.14,0.02
4.5um,IC1151,IC1151,0.33,0.06
4.5um,IC1158,IC1158,0.41,0.02
4.5um,IC1197,IC1197,0.91,0.07
4.5um,IC1210,IC1210,0.16,0.27
4.5um,IC1251,IC1251,0.33,0.08
4.5um,IC1265,IC1265,0.32,0.29
4.5um,IC1438,IC1438,0.17,0.03
4.5um,IC1447,IC1447,0.27,0.02
4.5um,IC1532,IC1532,0.5,0.12
4.5um,IC1553,IC1553,0.23,0.07
4.5um,IC1555,IC1555,0.16,0.02
4.5um,IC1558,IC1558,0.54,0.02
4.5um,IC1574,IC1574,0.23,0.02
4.5um,IC1596,IC1596,0.12,0.04
4.5um,IC1613,IC1613,0.87,0.0
4.5um,IC0163,IC163,0.17,0.03
4.5um,IC0167,IC167,0.15,0.03
4.5um,IC1711,IC1711,0.11,0.04
4.5um,IC1727,IC1727,0.48,0.01
4.5um,IC1826,IC1826,0.26,0.03
4.5um,IC1870,IC1870,0.31,0.02
4.5um,IC1892,IC1892,0.26,0.02
4.5um,IC1898,IC1898,0.43,0.01
4.5um,IC1913,IC1913,0.14,0.02
4.5um,IC1914,IC1914,0.43,0.03
4.5um,IC1933,IC1933,0.49,0.03
4.5um,IC1952,IC1952,0.64,0.02
4.5um,IC1953,IC1953,0.44,0.02
4.5um,IC1954,IC1954,0.86,0.0
4.5um,IC1959,IC1959,0.74,0.03
4.5um,IC1962,IC1962,0.29,0.03
4.5um,IC1970,IC1970,0.78,0.01
4.5um,IC1986,IC1986,0.35,0.01
4.5um,IC1993,IC1993,0.52,0.01
4.5um,IC2000,IC2000,0.86,0.0
4.5um,IC2006,IC2006,0.3,0.06
4.5um,IC2007,IC2007,0.17,0.04
4.5um,IC2032,IC2032,0.4,0.03
4.5um,IC2035,IC2035,0.17,0.12
4.5um,IC2040,IC2040,0.13,0.02
4.5um,IC2051,IC2051,1.0,0.0
4.5um,IC2056,IC2056,0.24,0.14
4.5um,IC2058,IC2058,0.66,0.01
4.5um,IC2085,IC2085,0.44,0.03
4.5um,IC0210,IC210,0.29,0.01
4.5um,IC2135,IC2135,0.66,0.01
4.5um,IC0217,IC217,0.21,0.02
4.5um,IC0223,IC223,0.24,0.02
4.5um,IC2233,IC2233,0.35,0.01
4.5um,IC2361,IC2361,0.11,0.01
4.5um,IC2389,IC2389,0.54,0.19
4.5um,IC2461,IC2461,0.24,0.06
4.5um,IC2574,IC2574,0.57,0.01
4.5um,IC2604,IC2604,0.12,0.02
4.5um,IC2627,IC2627,0.27,0.05
4.5um,IC2763,IC2763,0.1,0.03
4.5um,IC2764,IC2764,0.14,0.02
4.5um,IC2828,IC2828,0.33,0.03
4.5um,IC2963,IC2963,0.11,0.01
4.5um,IC2969,IC2969,0.08,0.02
4.5um,IC2995,IC2995,0.85,0.01
4.5um,IC2996,IC2996,0.35,0.13
4.5um,IC3005,IC3005,0.19,0.04
4.5um,IC3021,IC3021,0.27,0.01
4.5um,IC3023,IC3023,0.08,0.03
4.5um,IC3033,IC3033,0.12,0.01
4.5um,IC3044,IC3044,0.12,0.05
4.5um,IC3059,IC3059,0.1,0.01
4.5um,IC3061,IC3061,0.11,0.02
4.5um,IC3099,IC3099,0.19,0.02
4.5um,IC3102,IC3102,0.17,0.03
4.5um,IC3105,IC3105,0.11,0.02
4.5um,IC3115,IC3115,0.12,0.01
4.5um,IC3155,IC3155,0.63,0.04
4.5um,IC3215,IC3215,0.1,0.02
4.5um,IC3229,IC3229,0.11,0.03
4.5um,IC3247,IC3247,0.1,0.01
4.5um,IC3258,IC3258,0.09,0.02
4.5um,IC3259,IC3259,0.11,0.02
4.5um,IC3267,IC3267,0.09,0.03
4.5um,IC3268,IC3268,0.2,0.04
4.5um,IC3298,IC3298,0.1,0.03
4.5um,IC3311,IC3311,0.21,0.02
4.5um,IC3322,IC3322,0.16,0.02
4.5um,IC3322A,IC3322A,0.22,0.03
4.5um,IC0335,IC335,0.5,0.01
4.5um,IC3355,IC3355,0.1,0.03
4.5um,IC3356,IC3356,0.12,0.04
